,sic_1,sic_2,naics_2,naics_3,naics_4,gsector,ggroup,spcseccd,spcindcd,hp,sp_10,sp_20,sp_30,sp_40,sp_50,sp_60,sp_70,sp_80,sp_90,sp_100,sp_120,sp_140,sp_160,sp_180,sp_200,sp_220,sp_240,st_10,st_20,st_30,st_40,st_50,st_60,st_70,st_80,st_90,st_100,st_120,st_140,st_160,st_180,st_200,st_220,st_240,ismedoid_sp_10,ismedoid_sp_20,ismedoid_sp_30,ismedoid_sp_40,ismedoid_sp_50,ismedoid_sp_60,ismedoid_sp_70,ismedoid_sp_80,ismedoid_sp_90,ismedoid_sp_100,ismedoid_sp_120,ismedoid_sp_140,ismedoid_sp_160,ismedoid_sp_180,ismedoid_sp_200,ismedoid_sp_220,ismedoid_sp_240,ismedoid_st_10,ismedoid_st_20,ismedoid_st_30,ismedoid_st_40,ismedoid_st_50,ismedoid_st_60,ismedoid_st_70,ismedoid_st_80,ismedoid_st_90,ismedoid_st_100,ismedoid_st_120,ismedoid_st_140,ismedoid_st_160,ismedoid_st_180,ismedoid_st_200,ismedoid_st_220,ismedoid_st_240
ADT,7.0,73.0,56.0,561.0,5616.0,20.0,2020.0,-1.0,-1.0,8,9,0,12,30,8,19,25,34,66,46,6,8,82,109,71,161,81,8,18,27,26,34,6,15,13,76,93,39,71,153,122,21,215,34,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AE,5.0,51.0,42.0,424.0,4247.0,10.0,1010.0,925.0,355.0,5,0,15,7,29,21,5,19,46,12,11,16,24,139,6,124,194,99,2,19,26,23,16,2,32,46,15,20,106,68,45,62,50,205,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
AEE,4.0,49.0,22.0,221.0,2211.0,55.0,5510.0,700.0,705.0,5,7,19,22,2,16,45,45,25,5,30,90,50,159,119,79,39,228,9,1,17,2,37,12,67,66,35,4,28,19,102,152,126,218,236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
AEP,4.0,49.0,22.0,221.0,2211.0,55.0,5510.0,700.0,705.0,5,7,19,22,2,16,45,45,25,5,30,90,50,159,119,79,39,228,9,18,27,2,37,59,67,36,5,49,103,136,77,156,95,174,194,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0
AES,4.0,49.0,22.0,221.0,2211.0,55.0,5510.0,700.0,720.0,5,7,19,22,2,16,45,45,25,5,30,90,50,159,119,79,39,228,8,0,16,37,22,26,33,54,23,38,71,75,16,175,114,151,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AET,6.0,63.0,52.0,524.0,5241.0,35.0,3510.0,905.0,287.0,-1,9,0,12,30,8,19,25,34,66,46,6,8,4,52,32,10,2,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AFL,6.0,63.0,52.0,524.0,5241.0,40.0,4030.0,800.0,825.0,4,7,14,3,9,44,24,5,13,80,87,11,103,128,19,138,126,92,6,11,19,33,28,35,4,70,53,22,51,94,35,177,188,170,233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AGN,2.0,28.0,32.0,325.0,3254.0,35.0,3520.0,905.0,283.0,14,0,1,4,12,45,34,41,27,59,99,83,43,3,140,61,186,147,4,2,21,36,26,57,26,38,71,60,10,106,113,162,177,124,61,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AIG,6.0,63.0,52.0,524.0,5241.0,40.0,4030.0,800.0,830.0,4,1,14,3,9,44,24,5,13,80,87,11,103,128,19,138,126,92,7,5,25,0,24,40,9,63,59,28,60,98,143,82,138,85,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0
AIV,6.0,67.0,53.0,531.0,5311.0,60.0,6010.0,800.0,850.0,26,6,17,17,36,4,25,34,14,35,91,56,124,84,44,4,217,177,9,1,17,4,41,58,48,42,11,69,15,103,105,44,46,197,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1
AIZ,6.0,63.0,52.0,524.0,5241.0,40.0,4030.0,-1.0,-1.0,4,7,14,3,9,44,24,5,13,80,87,11,103,128,19,138,126,92,7,5,25,0,24,40,9,63,45,28,60,98,39,126,65,26,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AJG,6.0,64.0,52.0,524.0,5242.0,40.0,4030.0,800.0,330.0,4,0,14,3,9,44,54,40,73,53,33,119,95,55,15,45,183,232,9,18,27,2,37,59,67,36,5,49,103,46,91,156,95,174,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
AKAM,7.0,73.0,51.0,519.0,5191.0,45.0,4510.0,940.0,185.0,2,5,8,15,17,35,17,69,40,16,55,109,86,62,30,24,177,20,4,7,0,8,35,4,8,48,56,25,97,35,158,115,80,171,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AKS,3.0,33.0,33.0,331.0,3311.0,15.0,1510.0,970.0,460.0,11,3,2,26,6,49,37,17,41,55,60,23,44,99,59,30,40,6,7,5,13,18,33,21,41,10,58,52,17,63,81,20,10,3,54,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALB,2.0,28.0,32.0,325.0,3251.0,15.0,1510.0,970.0,167.0,15,3,15,7,29,21,5,19,46,42,40,10,83,110,87,38,200,115,2,15,15,25,6,20,28,50,74,43,33,132,73,108,47,164,195,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALGN,3.0,38.0,33.0,339.0,3391.0,35.0,3510.0,905.0,300.0,15,5,8,29,24,24,39,66,62,7,79,39,100,60,20,174,198,156,4,2,8,8,2,54,59,65,34,3,116,54,123,164,191,126,111,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
ALK,4.0,45.0,48.0,481.0,4811.0,20.0,2030.0,600.0,605.0,9,9,7,8,27,7,31,55,35,15,56,21,96,56,16,10,8,0,5,4,28,3,49,18,25,53,72,99,45,48,47,170,63,15,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
ALL,6.0,63.0,52.0,524.0,5241.0,40.0,4030.0,800.0,835.0,4,1,14,3,9,44,24,5,3,70,93,53,75,48,130,178,138,98,6,11,16,14,30,44,37,41,10,97,43,87,28,36,161,108,45,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
ALLE,3.0,34.0,33.0,332.0,3325.0,20.0,2010.0,-1.0,-1.0,15,3,10,10,5,20,0,33,8,65,85,45,21,148,108,68,28,108,8,0,2,26,34,6,15,13,76,93,112,115,56,168,139,159,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALTR,7.0,73.0,51.0,511.0,5112.0,45.0,4510.0,-1.0,-1.0,2,5,8,29,24,10,1,39,75,81,24,103,58,59,36,131,100,60,4,7,8,8,35,4,8,48,56,41,9,107,48,160,29,202,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ALXN,2.0,28.0,32.0,325.0,3254.0,35.0,3520.0,905.0,147.0,10,5,8,4,12,45,34,41,27,59,99,83,43,3,90,122,19,113,1,2,21,36,3,43,20,21,46,73,63,49,46,12,7,19,41,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
AMAT,3.0,35.0,33.0,333.0,3332.0,45.0,4530.0,940.0,247.0,-1,8,12,5,20,11,58,49,31,39,72,32,12,47,74,50,95,58,5,6,10,9,13,29,68,37,6,65,59,124,65,4,180,127,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AMD,3.0,36.0,33.0,334.0,3344.0,45.0,4530.0,940.0,235.0,13,8,12,20,11,24,39,66,62,7,79,39,100,60,20,174,198,156,9,18,27,2,37,59,67,36,80,49,82,46,91,70,9,204,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
AME,3.0,38.0,33.0,334.0,3345.0,20.0,2010.0,925.0,355.0,15,3,10,24,4,31,11,52,70,76,48,102,78,19,151,188,164,124,2,15,15,25,44,13,58,27,84,62,54,61,145,84,23,160,51,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
AMG,6.0,62.0,52.0,523.0,5239.0,40.0,4020.0,800.0,823.0,25,1,11,23,37,17,6,14,67,47,27,54,107,67,27,155,115,213,4,2,8,8,2,54,59,65,34,3,116,54,49,164,99,60,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
AMGN,2.0,28.0,32.0,325.0,3254.0,35.0,3520.0,905.0,147.0,10,0,4,4,12,47,27,7,2,75,74,117,77,37,141,128,61,21,6,11,16,37,29,10,56,61,30,40,74,29,75,176,115,62,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
AMP,6.0,62.0,52.0,523.0,5231.0,40.0,4020.0,-1.0,-1.0,4,1,11,23,28,38,48,28,61,41,21,48,125,85,45,181,141,101,7,14,18,21,12,23,55,73,69,68,14,126,117,56,94,86,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AMT,6.0,67.0,53.0,531.0,5311.0,60.0,6010.0,974.0,463.0,8,6,17,17,36,4,25,34,14,35,91,112,63,20,111,139,179,118,8,0,16,37,29,39,65,54,23,75,21,97,38,21,120,67,4,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
AMZN,5.0,59.0,45.0,454.0,4541.0,25.0,2550.0,976.0,447.0,19,5,8,29,24,10,1,39,75,81,15,5,58,59,36,31,59,86,9,18,27,2,36,45,14,17,80,74,82,120,116,70,9,204,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AN,5.0,55.0,44.0,441.0,4411.0,25.0,2550.0,976.0,449.0,6,0,18,16,13,23,33,53,33,13,83,49,37,109,69,29,153,94,8,18,27,26,36,45,14,17,83,74,89,72,83,131,70,17,42,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ANDV,2.0,29.0,32.0,324.0,3241.0,10.0,1010.0,935.0,390.0,-1,4,9,20,11,34,21,46,26,6,51,67,7,103,63,23,218,178,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANET,3.0,35.0,33.0,334.0,3341.0,45.0,4520.0,-1.0,-1.0,2,5,8,29,24,10,1,39,75,81,15,5,58,59,36,31,59,86,1,13,23,32,39,34,3,24,87,46,5,119,99,53,192,139,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
ANF,5.0,56.0,44.0,448.0,4481.0,25.0,2550.0,976.0,452.0,6,2,3,25,17,35,17,69,40,16,55,109,86,62,30,24,211,199,2,19,26,34,16,42,11,18,32,20,50,93,34,166,182,132,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANSS,7.0,73.0,51.0,511.0,5112.0,45.0,4510.0,940.0,185.0,2,5,8,29,24,10,1,39,75,81,15,5,58,59,36,31,59,86,1,17,9,19,15,33,50,52,40,26,107,45,64,159,98,45,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ANTM,6.0,63.0,52.0,524.0,5241.0,35.0,3510.0,905.0,287.0,14,0,14,3,35,40,20,56,69,49,29,8,49,38,11,13,20,28,0,6,1,16,4,53,12,67,55,14,88,26,54,103,133,148,85,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
AON,6.0,64.0,52.0,524.0,5242.0,40.0,4030.0,800.0,330.0,4,0,14,3,9,44,54,40,73,53,33,119,95,55,15,45,183,232,6,11,19,33,28,35,4,70,53,22,51,94,35,177,188,170,233,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AOS,3.0,36.0,33.0,335.0,3352.0,20.0,2010.0,925.0,220.0,15,3,6,10,5,20,0,33,8,38,9,64,52,106,121,81,41,1,4,7,12,10,11,22,2,78,47,15,104,42,68,132,71,44,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0
APA,1.0,13.0,21.0,211.0,2111.0,10.0,1010.0,935.0,380.0,5,4,9,6,31,46,26,62,42,22,2,92,98,29,177,166,196,193,0,3,1,16,4,27,51,75,70,39,76,14,103,79,143,90,238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
APC,1.0,13.0,21.0,211.0,2111.0,10.0,1010.0,935.0,380.0,5,4,9,6,31,46,26,62,42,22,2,92,98,29,177,166,196,193,9,18,27,2,37,59,67,36,5,49,103,136,77,16,137,149,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
APD,2.0,28.0,32.0,325.0,3251.0,15.0,1510.0,970.0,160.0,15,3,6,21,1,29,9,9,5,50,61,106,66,146,97,197,54,200,4,7,0,8,35,4,8,48,56,25,97,35,158,115,80,171,129,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
APH,3.0,36.0,33.0,334.0,3344.0,45.0,4520.0,925.0,220.0,13,3,10,24,4,31,11,52,70,76,52,2,53,13,93,149,82,217,0,6,1,16,4,27,51,75,70,39,76,14,103,169,143,90,27,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
APTV,3.0,37.0,33.0,336.0,3363.0,25.0,2510.0,976.0,130.0,18,8,6,21,39,33,38,3,38,20,38,99,116,116,7,102,46,24,9,1,17,4,1,12,63,32,1,47,8,110,147,118,142,188,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARE,6.0,67.0,53.0,531.0,5311.0,60.0,6010.0,800.0,850.0,26,6,17,17,36,4,25,34,14,35,91,56,124,84,44,4,217,177,4,19,14,31,32,37,6,1,27,89,11,81,25,155,35,41,231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
ASH,2.0,28.0,32.0,325.0,3252.0,15.0,1510.0,935.0,382.0,11,9,0,12,30,8,19,25,34,66,46,6,8,4,52,32,10,2,0,3,1,30,27,25,22,69,49,18,113,137,142,81,20,144,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
AT,4.0,49.0,22.0,221.0,2211.0,55.0,5510.0,-1.0,-1.0,5,9,0,12,30,8,19,25,34,66,46,6,8,4,52,32,10,2,6,11,16,14,30,44,37,41,10,97,43,87,28,36,161,108,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
ATI,3.0,33.0,33.0,331.0,3314.0,15.0,1510.0,970.0,460.0,11,4,2,26,6,49,37,17,41,55,60,23,44,99,59,30,40,6,5,8,6,13,9,48,64,33,2,94,40,51,133,72,11,182,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
ATO,4.0,49.0,22.0,221.0,2212.0,55.0,5510.0,700.0,710.0,5,7,19,22,2,16,45,45,25,5,30,90,50,159,119,79,39,228,0,6,1,16,4,27,51,75,70,39,76,14,103,109,143,90,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ATVI,7.0,73.0,51.0,511.0,5112.0,50.0,5020.0,-1.0,-1.0,3,5,8,29,24,10,30,20,57,37,17,96,74,155,115,75,81,41,4,2,21,36,26,57,26,38,71,60,10,127,90,29,3,158,182,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
AVB,6.0,67.0,53.0,531.0,5311.0,60.0,6010.0,800.0,850.0,26,6,17,17,36,4,25,34,14,35,91,56,124,84,44,4,217,177,4,7,0,10,35,4,54,14,42,92,38,73,14,142,81,184,121,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
AVGO,3.0,36.0,33.0,334.0,3344.0,45.0,4530.0,-1.0,-1.0,13,8,12,5,20,11,53,42,22,2,0,89,112,11,56,163,212,219,2,19,14,31,32,2,32,46,15,87,68,6,92,165,104,51,191,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
AVP,2.0,28.0,32.0,325.0,3256.0,30.0,3030.0,978.0,215.0,22,7,19,28,14,48,28,8,59,60,77,43,40,17,75,161,187,196,3,16,3,29,38,41,29,15,60,77,23,84,4,92,155,99,122,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
AVY,2.0,26.0,32.0,322.0,3222.0,15.0,1510.0,925.0,357.0,11,3,10,2,33,31,11,65,71,32,54,81,67,130,107,119,136,100,6,11,16,14,30,44,37,41,10,97,43,87,28,36,161,108,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
AWK,4.0,49.0,22.0,221.0,2213.0,55.0,5510.0,-1.0,-1.0,5,7,19,22,2,16,45,45,25,5,30,90,50,159,119,79,39,228,9,1,17,4,41,12,48,42,11,50,47,16,136,143,82,201,213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
AXP,6.0,61.0,52.0,522.0,5222.0,40.0,4020.0,800.0,850.0,4,1,11,23,28,25,46,26,29,0,63,115,5,114,155,115,75,186,7,5,25,11,24,40,9,71,45,12,66,24,17,86,116,87,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
