,sic_1,sic_2,naics_2,naics_3,naics_4,gsector,ggroup,spcseccd,spcindcd,hp,sp_10,sp_20,sp_30,sp_40,sp_50,sp_60,sp_70,sp_80,sp_90,sp_100,sp_120,sp_140,sp_160,sp_180,sp_200,sp_220,sp_240,st_10,st_20,st_30,st_40,st_50,st_60,st_70,st_80,st_90,st_100,st_120,st_140,st_160,st_180,st_200,st_220,st_240,ismedoid_sp_10,ismedoid_sp_20,ismedoid_sp_30,ismedoid_sp_40,ismedoid_sp_50,ismedoid_sp_60,ismedoid_sp_70,ismedoid_sp_80,ismedoid_sp_90,ismedoid_sp_100,ismedoid_sp_120,ismedoid_sp_140,ismedoid_sp_160,ismedoid_sp_180,ismedoid_sp_200,ismedoid_sp_220,ismedoid_sp_240,ismedoid_st_10,ismedoid_st_20,ismedoid_st_30,ismedoid_st_40,ismedoid_st_50,ismedoid_st_60,ismedoid_st_70,ismedoid_st_80,ismedoid_st_90,ismedoid_st_100,ismedoid_st_120,ismedoid_st_140,ismedoid_st_160,ismedoid_st_180,ismedoid_st_200,ismedoid_st_220,ismedoid_st_240
ACT,6.0,67.0,52.0,525.0,5259.0,-1.0,-1.0,-1.0,-1.0,-1,4,14,17,22,36,5,5,13,31,3,8,8,4,8,2,2,229,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADBE,7.0,73.0,51.0,518.0,5182.0,45.0,4510.0,940.0,185.0,2,7,19,5,20,46,20,63,34,1,65,5,65,119,58,30,14,224,3,2,5,34,18,9,27,18,45,70,28,25,157,124,85,45,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ADI,3.0,36.0,33.0,334.0,3344.0,45.0,4530.0,940.0,235.0,13,7,19,5,21,28,56,39,9,7,60,32,119,123,107,48,217,101,6,2,0,11,47,4,45,23,50,25,105,68,24,37,32,4,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
ADM,2.0,20.0,31.0,311.0,3112.0,30.0,3020.0,970.0,112.0,7,0,17,21,37,20,3,6,3,0,6,3,3,3,2,1,3,1,1,12,12,20,4,18,60,78,57,41,86,106,5,154,166,199,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADP,7.0,73.0,51.0,518.0,5182.0,45.0,4510.0,940.0,453.0,25,4,17,17,37,20,3,6,3,0,6,3,3,3,2,1,3,1,7,0,28,0,33,37,20,49,66,74,5,40,70,132,93,161,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
ADS,7.0,73.0,51.0,518.0,5182.0,45.0,4510.0,940.0,453.0,3,1,7,1,30,13,54,48,48,15,43,112,59,114,176,151,89,24,7,0,26,0,33,37,20,49,66,50,61,40,95,122,5,75,212,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1
ADSK,7.0,73.0,51.0,519.0,5191.0,45.0,4510.0,940.0,185.0,2,7,17,5,37,20,3,6,3,0,6,3,3,3,2,1,3,1,5,11,21,22,27,6,19,73,52,36,100,11,136,174,162,136,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
AE,5.0,51.0,42.0,424.0,4247.0,10.0,1010.0,925.0,355.0,5,1,16,1,4,33,0,37,55,75,33,67,98,127,91,50,37,57,1,12,15,25,32,5,57,34,13,55,111,74,30,74,183,143,107,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0
AEE,4.0,49.0,22.0,221.0,2211.0,55.0,5510.0,700.0,705.0,5,3,3,23,29,7,31,9,19,57,36,15,15,26,179,120,58,157,2,18,9,12,44,58,66,43,22,6,66,48,4,75,24,13,226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
AEP,4.0,49.0,22.0,221.0,2211.0,55.0,5510.0,700.0,705.0,5,3,3,23,29,7,31,9,19,57,36,15,15,26,179,120,58,157,2,18,9,12,15,58,3,64,69,68,77,61,134,101,62,22,237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AES,4.0,49.0,22.0,221.0,2211.0,55.0,5510.0,700.0,720.0,5,3,17,23,37,20,3,6,3,0,6,3,3,3,2,1,3,1,7,0,28,6,37,43,26,41,31,34,72,98,54,21,49,119,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AET,6.0,63.0,52.0,524.0,5241.0,35.0,3510.0,905.0,287.0,14,4,14,17,27,48,15,49,20,68,40,28,70,9,57,143,123,160,9,15,23,10,2,51,63,11,19,33,31,43,126,93,168,128,199,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
AFL,6.0,63.0,52.0,524.0,5241.0,40.0,4030.0,800.0,825.0,4,4,5,4,28,14,51,62,31,55,17,55,35,23,146,197,135,70,7,0,28,6,37,43,64,41,44,28,55,18,57,24,153,113,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1
AGN,2.0,28.0,32.0,325.0,3254.0,35.0,3520.0,905.0,283.0,14,8,17,7,37,20,3,6,3,0,6,3,3,3,2,1,3,1,1,17,20,13,35,11,24,74,74,15,118,71,27,4,103,63,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
AIG,6.0,63.0,52.0,524.0,5241.0,40.0,4030.0,800.0,830.0,4,5,5,4,28,14,51,62,31,55,17,55,35,23,146,197,176,192,5,11,14,1,45,24,67,44,23,7,119,117,73,40,1,36,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
AIV,6.0,67.0,53.0,531.0,5311.0,60.0,6010.0,800.0,850.0,26,3,18,26,17,9,37,17,65,32,4,66,103,42,45,159,97,32,2,18,25,31,15,55,50,27,6,54,9,90,112,81,42,2,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
AIZ,6.0,63.0,52.0,524.0,5241.0,40.0,4030.0,-1.0,-1.0,4,1,17,4,37,20,3,6,3,0,6,3,3,3,2,1,3,1,5,13,14,1,45,24,67,33,53,42,59,22,74,153,114,74,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
AJG,6.0,64.0,52.0,524.0,5242.0,40.0,4030.0,800.0,330.0,25,4,14,17,22,36,5,5,16,23,35,102,49,16,124,195,147,169,9,19,1,14,42,52,35,12,78,48,17,65,21,172,136,101,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
AKAM,7.0,73.0,51.0,519.0,5191.0,45.0,4510.0,940.0,185.0,2,5,0,8,39,45,25,43,14,81,46,41,73,12,135,107,50,232,8,1,13,24,8,36,41,30,82,63,29,85,41,8,177,121,197,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
AKS,3.0,33.0,33.0,331.0,3311.0,15.0,1510.0,970.0,460.0,11,8,13,6,18,12,43,56,54,21,72,12,5,44,19,6,174,109,5,11,14,2,29,28,48,67,46,95,113,76,32,125,176,151,210,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
ALB,2.0,28.0,32.0,325.0,3251.0,15.0,1510.0,970.0,167.0,15,2,2,13,14,49,16,19,23,42,27,21,16,27,23,22,11,180,8,16,18,15,25,48,31,8,43,27,67,30,132,123,99,43,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALGN,3.0,38.0,33.0,339.0,3391.0,35.0,3510.0,905.0,300.0,10,7,19,24,32,6,26,4,41,8,92,110,110,49,106,127,65,143,8,16,19,26,46,53,36,75,54,85,40,3,67,77,57,108,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ALK,4.0,45.0,48.0,481.0,4811.0,20.0,2030.0,600.0,605.0,9,8,15,9,6,5,34,52,27,45,87,40,13,149,88,165,103,38,4,7,22,33,17,56,39,56,35,19,46,79,35,2,187,116,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
ALL,6.0,63.0,52.0,524.0,5241.0,40.0,4030.0,800.0,835.0,14,4,5,4,28,14,51,62,31,55,17,55,35,23,146,197,135,70,5,13,16,23,7,54,37,14,29,13,65,28,45,23,145,211,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,1,1,1,1
ALLE,3.0,34.0,33.0,332.0,3325.0,20.0,2010.0,-1.0,-1.0,15,2,2,13,19,26,17,24,57,52,32,19,135,40,157,162,186,121,7,0,28,6,37,43,26,41,31,34,72,98,54,21,49,119,49,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALTR,7.0,73.0,51.0,511.0,5112.0,45.0,4510.0,-1.0,-1.0,2,2,2,13,14,49,16,19,23,42,27,21,16,27,23,152,165,100,5,11,21,22,49,47,30,7,79,17,13,137,133,63,40,102,147,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
ALXN,2.0,28.0,32.0,325.0,3254.0,35.0,3520.0,905.0,147.0,10,8,9,7,1,44,21,45,49,16,85,71,74,38,40,133,172,147,3,16,19,34,26,53,36,75,83,53,6,121,13,12,14,15,93,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,0
AMAT,3.0,35.0,33.0,333.0,3332.0,45.0,4530.0,940.0,247.0,13,7,19,5,21,28,56,51,51,18,86,50,111,138,77,18,166,156,6,14,18,11,47,4,18,5,64,30,92,55,11,83,182,166,227,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0
AMD,3.0,36.0,33.0,334.0,3344.0,45.0,4530.0,940.0,235.0,13,7,17,5,37,20,3,6,3,0,6,3,3,3,2,1,3,1,5,11,14,29,41,16,69,46,25,9,103,82,22,5,2,132,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AME,3.0,38.0,33.0,334.0,3345.0,20.0,2010.0,925.0,355.0,15,4,14,17,22,36,5,5,64,31,3,8,8,4,159,100,198,133,8,16,19,26,25,48,31,8,43,27,67,30,132,123,99,43,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AMG,6.0,62.0,52.0,523.0,5239.0,40.0,4020.0,800.0,823.0,4,8,16,28,4,33,0,57,28,2,21,34,44,80,55,32,25,43,3,2,5,18,26,50,33,10,41,5,49,108,123,90,51,11,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AMGN,2.0,28.0,32.0,325.0,3254.0,35.0,3520.0,905.0,147.0,10,5,17,8,37,20,3,6,3,0,6,3,3,3,2,1,3,1,6,8,11,28,39,20,51,36,67,51,82,45,1,31,186,146,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1
AMP,6.0,62.0,52.0,523.0,5231.0,40.0,4020.0,-1.0,-1.0,4,1,7,1,30,13,54,48,36,24,41,22,83,22,178,119,158,93,7,0,26,0,33,37,20,49,66,50,61,40,95,122,5,75,212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AMT,6.0,67.0,53.0,531.0,5311.0,60.0,6010.0,974.0,463.0,8,3,3,23,10,17,48,65,6,12,84,33,93,85,24,66,4,54,2,8,11,37,21,0,43,61,40,24,18,92,48,15,144,85,69,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
AMZN,5.0,59.0,45.0,454.0,4541.0,25.0,2550.0,976.0,447.0,19,7,19,24,32,6,26,41,66,22,7,42,45,105,163,104,42,0,5,11,14,29,41,16,69,46,25,60,15,107,63,30,169,18,7,0,0,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0
AN,5.0,55.0,44.0,441.0,4411.0,25.0,2550.0,976.0,449.0,6,4,14,17,22,36,5,5,64,79,3,36,31,50,155,117,115,134,5,11,23,29,41,16,69,46,25,60,15,107,63,30,169,18,7,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANDV,2.0,29.0,32.0,324.0,3241.0,10.0,1010.0,935.0,390.0,5,8,17,27,37,20,3,6,3,0,6,3,3,3,2,1,3,1,1,12,12,20,4,18,60,78,57,41,68,31,5,154,166,126,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANET,3.0,35.0,33.0,334.0,3341.0,45.0,4520.0,-1.0,-1.0,2,2,2,13,14,49,16,19,23,42,27,21,16,27,23,152,165,100,3,6,5,34,26,53,36,75,83,53,6,121,13,12,14,15,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ANF,5.0,56.0,44.0,448.0,4481.0,25.0,2550.0,976.0,452.0,22,6,11,11,34,29,57,1,38,27,66,6,7,121,143,136,74,216,1,17,12,25,35,3,57,34,13,55,111,74,30,166,127,213,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANSS,7.0,73.0,51.0,511.0,5112.0,45.0,4510.0,940.0,185.0,2,7,19,5,20,46,20,63,22,84,10,114,128,18,33,109,111,99,3,6,29,7,36,15,56,52,71,79,34,19,104,50,115,195,134,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ANTM,6.0,63.0,52.0,524.0,5241.0,35.0,3510.0,905.0,287.0,14,4,14,17,22,36,5,5,13,31,3,8,8,4,8,2,2,229,9,5,8,27,11,23,62,39,18,2,37,0,56,9,154,114,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AON,6.0,64.0,52.0,524.0,5242.0,40.0,4030.0,800.0,330.0,4,5,5,4,28,14,51,62,16,23,35,102,49,16,124,195,147,169,7,0,28,6,37,43,26,41,31,34,72,98,54,21,49,119,49,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AOS,3.0,36.0,33.0,335.0,3352.0,20.0,2010.0,925.0,220.0,15,4,1,20,19,35,44,24,43,30,80,20,51,92,93,166,104,39,8,3,7,36,0,31,14,35,68,47,98,73,118,85,46,6,185,0,0,0,1,0,0,1,0,0,1,1,0,0,1,1,1,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
APA,1.0,13.0,21.0,211.0,2111.0,10.0,1010.0,935.0,380.0,5,9,17,16,37,20,3,6,3,0,6,3,3,3,2,1,3,1,4,9,4,35,40,19,2,19,89,94,78,41,61,44,16,100,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
APC,1.0,13.0,21.0,211.0,2111.0,10.0,1010.0,935.0,380.0,5,9,10,16,8,2,32,50,21,10,93,108,47,14,126,185,208,196,9,15,6,4,43,29,12,51,30,80,74,26,59,129,90,50,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
APD,2.0,28.0,32.0,325.0,3251.0,15.0,1510.0,970.0,160.0,-1,4,14,17,22,36,5,5,13,31,3,8,8,4,8,2,2,229,8,16,19,26,0,57,40,17,87,88,95,114,101,68,29,219,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
APH,3.0,36.0,33.0,334.0,3344.0,45.0,4520.0,925.0,220.0,13,8,9,15,12,19,27,15,75,65,37,9,4,5,16,3,5,4,4,7,22,30,14,22,5,77,56,40,89,52,8,54,38,76,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1
APOL,8.0,82.0,61.0,611.0,6113.0,25.0,2530.0,976.0,175.0,-1,8,9,15,12,19,27,15,75,65,37,9,4,5,16,3,5,4,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
APTV,3.0,37.0,33.0,336.0,3363.0,25.0,2510.0,976.0,130.0,18,4,14,17,22,36,5,5,13,4,3,81,8,19,177,118,56,203,4,19,1,14,42,21,44,9,7,96,51,95,51,18,135,163,127,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARE,6.0,67.0,53.0,531.0,5311.0,60.0,6010.0,800.0,850.0,26,3,18,26,17,25,45,46,74,41,13,56,133,111,89,38,34,50,3,2,5,34,18,9,27,18,45,70,28,91,129,96,179,139,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0
ASH,2.0,28.0,32.0,325.0,3252.0,15.0,1510.0,935.0,382.0,11,4,14,14,33,27,18,34,32,67,39,54,125,142,122,177,138,125,9,5,8,27,11,44,62,72,2,93,43,84,40,159,120,80,44,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
AT,4.0,49.0,22.0,221.0,2211.0,55.0,5510.0,-1.0,-1.0,5,4,10,3,27,15,2,23,2,66,29,24,76,143,82,146,84,173,7,0,17,6,37,43,64,70,44,28,60,18,144,24,153,92,201,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ATI,3.0,33.0,33.0,331.0,3314.0,15.0,1510.0,970.0,460.0,11,9,13,6,9,43,10,0,56,47,96,86,134,73,12,135,98,217,9,5,6,27,34,23,6,63,37,21,110,24,114,165,126,86,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
ATO,4.0,49.0,22.0,221.0,2212.0,55.0,5510.0,700.0,710.0,5,3,3,23,29,7,31,9,19,57,36,15,15,26,179,120,58,157,6,14,10,3,10,12,49,26,81,65,104,67,23,117,78,38,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1
ATVI,7.0,73.0,51.0,511.0,5112.0,50.0,5020.0,-1.0,-1.0,3,7,19,5,20,34,40,27,60,58,82,105,107,46,161,174,201,177,8,3,7,36,25,48,31,8,43,27,93,56,12,76,37,78,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AVB,6.0,67.0,53.0,531.0,5311.0,60.0,6010.0,800.0,850.0,26,3,18,26,17,9,37,17,65,32,4,66,103,42,45,159,97,32,3,2,5,18,13,14,58,76,55,73,91,54,10,34,10,170,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0
AVGO,3.0,36.0,33.0,334.0,3344.0,45.0,4530.0,-1.0,-1.0,13,7,17,5,37,20,3,6,3,0,6,3,3,3,2,1,3,1,4,9,4,38,22,1,29,68,47,31,85,115,71,38,36,44,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
AVP,2.0,28.0,32.0,325.0,3256.0,30.0,3030.0,978.0,215.0,22,5,17,8,37,20,3,6,3,0,6,3,3,3,2,1,3,1,5,10,3,2,29,28,48,67,46,95,50,13,14,7,15,21,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
AVY,2.0,26.0,32.0,322.0,3222.0,15.0,1510.0,925.0,357.0,11,5,0,8,39,45,25,43,14,81,46,41,73,12,29,178,150,8,5,13,16,23,7,54,37,14,29,13,65,28,45,23,145,211,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0
AWK,4.0,49.0,22.0,221.0,2213.0,55.0,5510.0,-1.0,-1.0,5,3,3,23,29,7,31,9,19,57,36,15,15,26,179,120,58,157,6,8,11,28,39,35,68,45,24,8,99,10,0,155,195,155,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AXP,6.0,61.0,52.0,522.0,5222.0,40.0,4020.0,800.0,850.0,4,1,7,1,30,13,7,2,59,26,43,78,99,87,60,47,40,28,7,0,28,6,37,43,34,21,0,98,102,138,94,94,170,169,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
