,sic_1,sic_2,naics_2,naics_3,naics_4,gsector,ggroup,spcseccd,spcindcd,hp,sp_10,sp_20,sp_30,sp_40,sp_50,sp_60,sp_70,sp_80,sp_90,sp_100,sp_120,sp_140,sp_160,sp_180,sp_200,sp_220,sp_240,st_10,st_20,st_30,st_40,st_50,st_60,st_70,st_80,st_90,st_100,st_120,st_140,st_160,st_180,st_200,st_220,st_240,ismedoid_sp_10,ismedoid_sp_20,ismedoid_sp_30,ismedoid_sp_40,ismedoid_sp_50,ismedoid_sp_60,ismedoid_sp_70,ismedoid_sp_80,ismedoid_sp_90,ismedoid_sp_100,ismedoid_sp_120,ismedoid_sp_140,ismedoid_sp_160,ismedoid_sp_180,ismedoid_sp_200,ismedoid_sp_220,ismedoid_sp_240,ismedoid_st_10,ismedoid_st_20,ismedoid_st_30,ismedoid_st_40,ismedoid_st_50,ismedoid_st_60,ismedoid_st_70,ismedoid_st_80,ismedoid_st_90,ismedoid_st_100,ismedoid_st_120,ismedoid_st_140,ismedoid_st_160,ismedoid_st_180,ismedoid_st_200,ismedoid_st_220,ismedoid_st_240
ACN,8.0,87.0,54.0,541.0,5416.0,45.0,4510.0,976.0,175.0,25,1,7,23,37,20,52,21,43,65,33,32,39,84,43,12,188,194,9,18,15,2,49,51,64,68,48,27,88,48,4,121,80,207,171,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADBE,7.0,73.0,51.0,518.0,5182.0,45.0,4510.0,940.0,185.0,2,9,14,1,14,22,3,42,9,44,12,6,10,2,1,1,2,6,8,19,0,1,27,43,22,32,78,2,79,39,132,27,45,157,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
ADI,3.0,36.0,33.0,334.0,3344.0,45.0,4530.0,940.0,235.0,13,4,17,9,28,25,56,25,71,40,8,51,101,73,12,21,120,237,6,7,23,20,28,58,24,61,67,84,39,85,27,50,42,44,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
ADM,2.0,20.0,31.0,311.0,3112.0,30.0,3020.0,970.0,112.0,-1,9,14,1,14,24,37,6,62,31,58,25,100,22,136,63,145,217,7,8,28,8,22,54,58,34,14,61,55,69,25,66,14,183,147,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
ADP,7.0,73.0,51.0,518.0,5182.0,45.0,4510.0,940.0,453.0,25,2,16,21,17,17,1,37,4,32,0,11,1,56,143,196,132,63,4,17,14,22,8,18,59,72,52,95,114,40,68,61,140,215,179,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,1
ADS,7.0,73.0,51.0,518.0,5182.0,45.0,4510.0,940.0,453.0,15,2,16,21,17,17,1,37,4,32,0,11,1,9,127,113,49,3,3,17,2,38,20,57,36,12,23,40,13,99,55,128,87,46,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADSK,7.0,73.0,51.0,519.0,5191.0,45.0,4510.0,940.0,185.0,3,9,14,1,14,22,3,42,9,44,12,6,10,2,1,1,2,6,7,11,27,17,9,24,3,55,66,45,0,126,82,33,94,189,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1
AE,5.0,51.0,42.0,424.0,4247.0,10.0,1010.0,925.0,355.0,5,1,7,23,37,36,4,32,14,62,81,49,56,153,108,161,115,90,9,8,9,35,24,2,63,39,18,82,109,124,134,116,189,181,145,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
AEE,4.0,49.0,22.0,221.0,2211.0,55.0,5510.0,700.0,705.0,5,7,1,27,33,28,23,4,50,86,54,37,118,51,152,79,149,80,4,14,13,7,4,13,33,33,81,17,72,89,45,52,78,118,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AEP,4.0,49.0,22.0,221.0,2211.0,55.0,5510.0,700.0,705.0,5,7,1,27,33,28,23,4,50,86,54,37,118,51,152,79,149,80,4,14,13,7,4,13,30,11,11,24,105,65,21,2,150,213,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AES,4.0,49.0,22.0,221.0,2211.0,55.0,5510.0,700.0,720.0,5,7,1,27,33,28,23,4,50,86,54,37,46,43,178,105,41,116,4,17,14,22,8,11,55,72,52,95,114,40,30,74,140,55,35,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,1
AET,6.0,63.0,52.0,524.0,5241.0,35.0,3510.0,905.0,287.0,14,2,16,21,17,17,1,37,4,32,0,11,1,9,127,113,49,3,9,1,7,13,39,4,43,19,30,9,104,116,72,23,151,110,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AFL,6.0,63.0,52.0,524.0,5241.0,40.0,4030.0,800.0,825.0,4,1,5,3,25,15,5,51,56,49,17,87,88,149,88,15,172,190,4,17,16,38,20,11,25,56,36,15,58,18,48,173,132,91,195,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,1,0,0,1,1,1,1,1,1,1
AGN,2.0,28.0,32.0,325.0,3254.0,35.0,3520.0,905.0,283.0,10,2,16,21,17,17,1,37,4,32,0,11,1,9,127,113,49,3,0,15,26,6,10,31,10,51,31,10,65,90,46,171,148,197,219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AIG,6.0,63.0,52.0,524.0,5241.0,40.0,4030.0,800.0,830.0,4,5,11,14,31,10,57,41,53,22,31,52,11,128,19,115,176,156,4,6,14,22,8,18,59,35,15,65,20,138,94,142,149,108,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
AIV,6.0,67.0,53.0,531.0,5311.0,60.0,6010.0,800.0,850.0,26,2,16,21,17,17,1,37,4,32,0,11,1,9,127,113,49,3,4,17,2,31,17,17,29,66,76,55,10,77,152,103,62,193,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AIZ,6.0,63.0,52.0,524.0,5241.0,40.0,4030.0,-1.0,-1.0,4,5,11,14,31,10,57,41,53,22,31,30,45,133,101,28,180,124,2,6,25,5,37,15,44,38,26,64,116,76,32,25,183,76,25,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
AJG,6.0,64.0,52.0,524.0,5242.0,40.0,4030.0,800.0,330.0,25,9,14,1,14,22,3,42,9,44,12,6,10,2,1,1,2,6,9,18,15,2,49,51,64,68,48,27,53,19,157,108,67,26,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AKAM,7.0,73.0,51.0,519.0,5191.0,45.0,4510.0,940.0,185.0,2,9,14,1,14,22,3,42,9,44,12,6,10,2,1,1,2,6,6,10,10,23,13,36,24,61,84,84,107,129,136,54,54,94,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
AKS,3.0,33.0,33.0,331.0,3311.0,15.0,1510.0,970.0,460.0,11,9,14,12,36,12,29,38,5,54,18,65,24,88,38,176,194,57,2,3,19,3,29,7,35,9,2,51,112,72,28,69,127,192,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
ALB,2.0,28.0,32.0,325.0,3251.0,15.0,1510.0,970.0,167.0,15,9,14,1,14,22,3,42,9,44,12,6,10,2,1,85,206,85,1,5,29,30,48,26,49,25,5,11,97,57,13,15,155,212,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALGN,3.0,38.0,33.0,339.0,3391.0,35.0,3510.0,905.0,300.0,10,6,2,16,6,18,41,64,31,0,56,15,138,110,49,70,76,201,6,10,10,23,13,36,15,67,47,26,98,125,81,32,6,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0
ALK,4.0,45.0,48.0,481.0,4811.0,20.0,2030.0,600.0,605.0,9,2,16,21,17,17,1,37,4,32,0,11,1,9,127,113,49,3,0,18,15,2,49,51,26,2,41,80,49,115,71,22,134,97,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1
ALL,6.0,63.0,52.0,524.0,5241.0,40.0,4030.0,800.0,835.0,14,9,14,1,13,5,40,19,60,19,73,91,97,4,41,178,114,45,2,6,25,5,37,15,57,23,13,47,19,112,114,65,24,21,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ALLE,3.0,34.0,33.0,332.0,3325.0,20.0,2010.0,-1.0,-1.0,23,1,7,23,37,36,4,32,16,69,22,13,15,39,7,14,151,82,2,17,8,15,2,49,42,65,45,88,62,88,44,169,128,87,51,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,1,1,1,1,1,1
ALXN,2.0,28.0,32.0,325.0,3254.0,35.0,3520.0,905.0,147.0,10,9,14,2,27,14,36,8,70,39,7,86,134,67,6,42,130,61,6,7,23,20,28,6,62,22,20,79,115,118,80,31,138,172,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,1,1,1,1,1,1
AMAT,3.0,35.0,33.0,333.0,3332.0,45.0,4530.0,940.0,247.0,13,4,17,26,30,2,53,53,20,76,93,114,47,68,23,190,153,171,8,12,0,1,27,28,47,63,3,94,84,12,0,154,113,72,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AMD,3.0,36.0,33.0,334.0,3344.0,45.0,4530.0,940.0,235.0,13,9,14,1,14,22,3,42,9,44,12,6,10,2,1,1,2,6,2,3,19,3,29,59,38,14,2,92,112,72,28,73,96,80,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1
AME,3.0,38.0,33.0,334.0,3345.0,20.0,2010.0,925.0,355.0,15,6,2,16,6,18,41,50,49,55,23,47,79,12,91,73,79,99,1,9,29,30,48,5,49,25,5,11,97,57,133,89,64,6,213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
AMG,6.0,62.0,52.0,523.0,5239.0,40.0,4020.0,800.0,823.0,25,5,0,28,23,4,39,36,24,74,34,99,125,58,15,193,155,86,6,2,12,39,21,33,67,43,54,33,70,25,145,96,55,14,191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0
AMGN,2.0,28.0,32.0,325.0,3254.0,35.0,3520.0,905.0,147.0,10,1,7,2,27,14,36,8,70,39,7,86,134,67,6,42,171,143,5,0,6,19,42,16,6,79,59,38,1,55,140,91,50,9,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0
AMP,6.0,62.0,52.0,523.0,5231.0,40.0,4020.0,-1.0,-1.0,4,5,0,28,23,4,39,36,24,74,34,99,125,58,15,193,155,86,4,17,16,15,20,11,25,56,36,15,58,7,130,81,40,89,221,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AMT,6.0,67.0,53.0,531.0,5311.0,60.0,6010.0,974.0,463.0,8,9,14,1,14,22,3,42,9,44,12,6,10,2,1,1,2,6,3,16,18,27,33,50,7,40,72,18,56,60,119,3,188,147,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
AMZN,5.0,59.0,45.0,454.0,4541.0,25.0,2550.0,976.0,447.0,19,2,16,21,17,17,1,37,4,32,0,11,1,9,127,113,49,3,9,1,7,11,41,48,27,3,71,50,5,43,137,117,76,35,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
AN,5.0,55.0,44.0,441.0,4411.0,25.0,2550.0,976.0,449.0,18,2,16,21,17,17,1,37,4,32,0,11,1,9,127,113,49,3,9,1,7,13,39,48,27,3,71,50,5,134,90,120,185,146,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANDV,2.0,29.0,32.0,324.0,3241.0,10.0,1010.0,935.0,390.0,5,5,6,5,4,19,0,45,12,68,36,16,107,136,75,2,86,172,9,8,9,8,22,10,54,30,10,54,9,70,98,49,47,187,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANF,5.0,56.0,44.0,448.0,4481.0,25.0,2550.0,976.0,452.0,22,2,16,21,17,17,1,37,4,32,0,11,1,9,127,113,49,3,8,19,4,12,6,14,41,71,83,75,30,122,78,148,107,66,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANSS,7.0,73.0,51.0,511.0,5112.0,45.0,4510.0,940.0,185.0,2,6,11,14,31,10,57,41,53,22,31,82,11,128,19,144,78,138,6,7,23,20,28,6,62,4,20,79,115,118,80,31,65,122,231,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1
ANTM,6.0,63.0,52.0,524.0,5241.0,35.0,3510.0,905.0,287.0,14,2,5,25,22,32,51,56,69,57,25,50,37,154,93,20,10,173,0,8,28,8,40,55,34,10,33,99,68,110,66,17,26,81,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
AON,6.0,64.0,52.0,524.0,5242.0,40.0,4030.0,800.0,330.0,4,5,0,2,27,14,36,63,38,73,41,70,137,92,31,156,111,155,4,13,5,21,31,9,5,20,70,60,110,82,38,178,168,127,226,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,0,0,0
AOS,3.0,36.0,33.0,335.0,3352.0,20.0,2010.0,925.0,220.0,11,6,2,16,6,18,41,50,49,55,23,47,69,50,139,108,44,213,7,11,27,17,9,28,47,63,3,94,84,44,159,110,161,210,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
APA,1.0,13.0,21.0,211.0,2111.0,10.0,1010.0,935.0,380.0,5,9,14,1,14,22,3,42,9,44,12,6,10,2,1,1,2,6,6,2,12,39,21,33,67,43,54,33,70,25,145,96,55,14,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
APC,1.0,13.0,21.0,211.0,2111.0,10.0,1010.0,935.0,380.0,5,2,4,7,1,37,22,46,13,4,38,107,40,24,97,132,68,130,5,5,22,9,23,1,19,78,22,34,8,47,129,115,39,33,97,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
APD,2.0,28.0,32.0,325.0,3251.0,15.0,1510.0,970.0,160.0,15,9,14,1,14,22,3,42,9,44,12,6,10,109,48,1,2,6,0,15,11,10,18,42,53,29,9,74,46,22,73,138,84,218,182,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
APH,3.0,36.0,33.0,334.0,3344.0,45.0,4520.0,925.0,220.0,13,9,14,1,14,38,46,22,39,85,40,48,77,113,52,184,173,160,1,9,29,16,15,41,69,45,87,62,34,27,148,99,58,17,71,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
APOL,8.0,82.0,61.0,611.0,6113.0,25.0,2530.0,976.0,175.0,14,2,16,15,29,40,30,2,27,67,71,109,117,142,107,133,69,0,0,13,20,26,11,23,16,76,62,41,37,131,107,146,105,64,238,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
APTV,3.0,37.0,33.0,336.0,3363.0,25.0,2510.0,976.0,130.0,18,1,7,3,25,15,5,1,66,84,5,117,53,77,34,32,28,20,9,18,15,2,49,51,64,68,48,27,53,19,157,108,67,26,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1
ARE,6.0,67.0,53.0,531.0,5311.0,60.0,6010.0,800.0,850.0,26,2,16,21,17,17,1,37,4,32,0,11,1,9,127,113,49,3,5,4,1,37,35,52,12,37,86,77,32,109,43,161,120,79,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARG,5.0,50.0,42.0,423.0,4238.0,15.0,1510.0,970.0,160.0,19,6,2,16,7,46,20,57,32,1,49,71,4,109,48,51,48,166,9,18,15,2,49,51,64,68,48,27,88,48,4,121,80,207,171,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0
ASH,2.0,28.0,32.0,325.0,3252.0,15.0,1510.0,935.0,382.0,15,9,9,10,3,27,9,26,75,70,28,26,22,62,132,59,123,128,0,15,20,26,11,23,16,76,62,41,37,131,107,146,105,64,238,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
AT,4.0,49.0,22.0,221.0,2211.0,55.0,5510.0,-1.0,-1.0,5,9,9,10,3,27,9,26,75,70,28,26,22,121,33,38,189,239,9,1,9,11,24,2,51,16,35,76,31,29,51,116,189,75,223,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
ATI,3.0,33.0,33.0,331.0,3314.0,15.0,1510.0,970.0,460.0,11,9,14,12,36,12,29,38,5,54,18,65,24,88,38,176,194,57,7,8,28,8,22,54,54,30,10,54,55,69,87,38,177,187,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
ATO,4.0,49.0,22.0,221.0,2212.0,55.0,5510.0,700.0,710.0,5,7,1,27,33,28,23,4,50,86,54,37,118,51,152,79,149,80,9,18,15,2,49,51,64,68,48,27,88,48,4,121,80,207,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
ATVI,7.0,73.0,51.0,511.0,5112.0,50.0,5020.0,-1.0,-1.0,3,9,14,1,14,22,3,42,9,44,12,6,10,2,1,1,2,6,5,5,22,37,32,25,68,0,17,83,87,136,92,43,2,176,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AVB,6.0,67.0,53.0,531.0,5311.0,60.0,6010.0,800.0,850.0,26,2,16,21,17,17,1,37,4,32,0,11,1,9,127,113,49,3,6,2,12,39,21,5,67,44,89,68,23,102,58,9,101,159,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AVGO,3.0,36.0,33.0,334.0,3344.0,45.0,4530.0,-1.0,-1.0,13,4,17,11,8,31,27,28,46,58,87,90,23,70,172,99,35,12,6,10,10,23,13,36,15,6,12,90,45,5,104,87,46,5,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
AVP,2.0,28.0,32.0,325.0,3256.0,30.0,3030.0,978.0,215.0,20,9,15,8,16,44,12,55,22,60,95,104,72,91,125,19,205,196,2,3,25,5,37,15,44,38,25,69,24,83,39,46,35,34,28,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
AVY,2.0,26.0,32.0,322.0,3222.0,15.0,1510.0,925.0,357.0,11,2,16,21,17,17,1,37,4,32,0,11,1,9,127,113,49,3,9,18,15,13,38,34,13,59,68,12,2,37,85,30,11,196,218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AWK,4.0,49.0,22.0,221.0,2213.0,55.0,5510.0,-1.0,-1.0,5,7,1,27,33,28,23,4,50,86,54,37,118,51,152,79,149,80,5,0,6,19,42,16,6,79,59,38,1,55,140,91,50,9,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
AXP,6.0,61.0,52.0,522.0,5222.0,40.0,4020.0,800.0,850.0,4,2,16,21,17,17,1,37,4,32,0,11,1,9,127,113,49,3,4,17,2,38,20,57,36,12,23,40,13,99,55,128,87,69,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
AYI,3.0,36.0,33.0,335.0,3351.0,20.0,2010.0,925.0,220.0,13,2,16,21,17,17,1,37,4,32,0,11,1,9,127,113,49,3,7,11,27,17,9,24,3,26,66,45,0,92,105,56,15,219,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
