,sic_1,sic_2,naics_2,naics_3,naics_4,gsector,ggroup,spcseccd,spcindcd,hp,sp_10,sp_20,sp_30,sp_40,sp_50,sp_60,sp_70,sp_80,sp_90,sp_100,sp_120,sp_140,sp_160,sp_180,sp_200,sp_220,sp_240,st_10,st_20,st_30,st_40,st_50,st_60,st_70,st_80,st_90,st_100,st_120,st_140,st_160,st_180,st_200,st_220,st_240,ismedoid_sp_10,ismedoid_sp_20,ismedoid_sp_30,ismedoid_sp_40,ismedoid_sp_50,ismedoid_sp_60,ismedoid_sp_70,ismedoid_sp_80,ismedoid_sp_90,ismedoid_sp_100,ismedoid_sp_120,ismedoid_sp_140,ismedoid_sp_160,ismedoid_sp_180,ismedoid_sp_200,ismedoid_sp_220,ismedoid_sp_240,ismedoid_st_10,ismedoid_st_20,ismedoid_st_30,ismedoid_st_40,ismedoid_st_50,ismedoid_st_60,ismedoid_st_70,ismedoid_st_80,ismedoid_st_90,ismedoid_st_100,ismedoid_st_120,ismedoid_st_140,ismedoid_st_160,ismedoid_st_180,ismedoid_st_200,ismedoid_st_220,ismedoid_st_240
ADBE,7.0,73.0,51.0,518.0,5182.0,45.0,4510.0,940.0,185.0,2,6,13,7,29,41,53,58,35,14,9,55,12,143,41,63,62,224,3,18,12,10,23,51,57,35,14,70,28,111,65,21,35,183,72,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,1
ADI,3.0,36.0,33.0,334.0,3344.0,45.0,4530.0,940.0,235.0,13,1,13,10,30,26,4,46,23,2,72,58,42,115,76,153,109,62,3,2,12,10,6,51,58,36,53,71,79,36,48,16,23,8,200,0,1,1,0,1,1,1,1,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ADM,2.0,20.0,31.0,311.0,3112.0,30.0,3020.0,970.0,112.0,-1,4,5,28,26,2,54,2,8,4,12,1,3,17,155,102,58,11,8,4,21,17,10,36,64,42,21,45,78,133,87,43,58,184,137,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADP,7.0,73.0,51.0,518.0,5182.0,45.0,4510.0,940.0,453.0,25,1,11,29,11,0,9,0,6,59,39,57,14,97,168,115,219,172,2,10,20,35,12,31,59,37,16,23,40,5,101,64,76,2,65,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADS,7.0,73.0,51.0,518.0,5182.0,45.0,4510.0,940.0,453.0,3,2,16,13,11,9,29,9,20,63,37,75,80,92,111,14,3,142,9,7,14,24,49,32,12,49,9,39,87,0,24,8,140,0,189,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
ADSK,7.0,73.0,51.0,519.0,5191.0,45.0,4510.0,940.0,185.0,2,1,11,29,29,0,9,0,6,59,39,55,12,0,2,1,4,6,1,9,17,13,31,30,30,32,11,73,108,109,63,19,175,188,141,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AE,5.0,51.0,42.0,424.0,4247.0,10.0,1010.0,925.0,355.0,5,8,10,22,0,7,28,65,42,83,35,103,111,134,114,160,116,69,7,5,11,19,17,45,5,20,13,17,0,139,8,106,54,56,28,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
AEE,4.0,49.0,22.0,221.0,2211.0,55.0,5510.0,700.0,705.0,5,5,6,3,14,38,16,68,48,27,7,13,15,78,156,173,129,82,2,10,19,4,37,14,34,55,39,93,51,8,22,111,49,131,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AEP,4.0,49.0,22.0,221.0,2211.0,55.0,5510.0,700.0,705.0,5,5,6,3,14,38,16,68,48,27,7,13,15,78,156,173,129,82,2,10,19,4,37,14,34,55,39,93,51,8,37,111,73,216,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,1,0,0
AES,4.0,49.0,22.0,221.0,2211.0,55.0,5510.0,700.0,720.0,5,9,6,3,14,38,16,68,48,27,7,13,15,78,84,36,89,213,2,10,20,35,12,31,59,37,16,23,40,5,101,64,76,2,65,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1
AET,6.0,63.0,52.0,524.0,5241.0,35.0,3510.0,905.0,287.0,14,3,14,21,3,36,24,34,27,72,97,70,134,158,119,66,22,45,7,5,11,9,20,40,62,40,19,10,88,86,39,129,149,111,174,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AFL,6.0,63.0,52.0,524.0,5241.0,40.0,4030.0,800.0,825.0,4,8,10,22,0,7,28,7,19,75,50,98,55,9,81,186,142,95,2,7,20,35,33,10,22,68,47,24,60,78,112,174,129,91,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
AGN,2.0,28.0,32.0,325.0,3254.0,35.0,3520.0,905.0,283.0,10,4,5,28,26,2,54,2,8,4,12,1,3,17,6,3,10,7,7,6,15,9,20,5,62,40,43,20,23,94,145,146,101,211,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AIG,6.0,63.0,52.0,524.0,5241.0,40.0,4030.0,800.0,830.0,4,9,19,9,28,31,23,29,10,19,1,12,7,150,150,97,53,214,2,10,20,35,12,31,59,37,16,23,40,5,101,64,76,2,65,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
AIV,6.0,67.0,53.0,531.0,5311.0,60.0,6010.0,800.0,850.0,26,0,17,8,7,49,30,62,51,30,10,7,27,100,61,149,105,58,2,10,20,35,12,10,22,37,16,41,40,5,117,73,28,2,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
AIZ,6.0,63.0,52.0,524.0,5241.0,40.0,4030.0,-1.0,-1.0,4,1,11,29,28,0,9,0,6,59,39,92,87,0,2,1,38,3,7,0,23,2,27,37,50,28,7,63,97,89,43,11,10,167,120,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0
AJG,6.0,64.0,52.0,524.0,5242.0,40.0,4030.0,800.0,330.0,4,2,7,18,5,32,42,43,60,70,45,95,45,130,91,38,60,30,7,6,15,31,8,7,33,79,58,35,65,80,34,151,106,68,227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
AKAM,7.0,73.0,51.0,519.0,5191.0,45.0,4510.0,940.0,185.0,2,1,11,29,18,0,9,0,6,59,39,27,41,0,2,77,178,131,3,14,9,10,25,41,35,72,15,33,69,26,133,89,146,108,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1
AKS,3.0,33.0,33.0,331.0,3311.0,15.0,1510.0,970.0,460.0,11,6,2,15,34,8,10,40,57,68,48,89,124,83,32,12,98,70,0,11,16,8,24,18,65,43,22,15,15,18,130,91,97,13,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0
ALB,2.0,28.0,32.0,325.0,3251.0,15.0,1510.0,970.0,167.0,15,4,5,28,26,2,54,54,76,82,62,20,105,59,20,166,122,194,6,8,2,23,47,24,21,56,30,12,85,35,113,69,24,191,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALGN,3.0,38.0,33.0,339.0,3391.0,35.0,3510.0,905.0,300.0,10,1,11,29,26,0,9,0,6,59,39,48,69,0,2,1,4,6,6,14,9,18,25,41,35,72,80,50,98,124,78,34,22,33,198,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
ALK,4.0,45.0,48.0,481.0,4811.0,20.0,2030.0,600.0,605.0,9,4,5,11,32,5,41,63,62,41,91,49,84,38,30,17,33,232,7,6,15,9,20,5,62,40,19,10,8,60,131,87,42,4,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ALL,6.0,63.0,52.0,524.0,5241.0,40.0,4030.0,800.0,835.0,4,3,7,18,5,32,42,43,60,56,2,94,85,39,0,64,124,79,0,0,23,2,27,37,50,28,7,63,97,89,43,11,10,105,68,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALXN,2.0,28.0,32.0,325.0,3254.0,35.0,3520.0,905.0,147.0,10,1,11,29,35,0,9,0,6,59,39,6,6,0,2,1,4,6,3,2,12,32,6,0,58,36,35,75,39,65,120,76,31,137,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
AMAT,3.0,35.0,33.0,333.0,3332.0,45.0,4530.0,940.0,247.0,13,1,11,29,28,0,9,0,6,59,39,12,42,0,2,71,168,121,6,15,2,5,40,8,32,48,27,4,86,96,50,6,6,170,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
AMD,3.0,36.0,33.0,334.0,3344.0,45.0,4530.0,940.0,235.0,13,1,11,29,26,0,9,0,6,59,39,78,35,0,2,1,4,6,0,12,3,34,11,35,69,58,88,16,114,102,56,12,135,97,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
AME,3.0,38.0,33.0,334.0,3345.0,20.0,2010.0,925.0,355.0,13,1,11,29,28,0,9,0,6,59,39,114,107,0,2,1,4,6,5,8,17,13,9,42,4,0,85,62,20,136,90,46,1,87,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AMG,6.0,62.0,52.0,523.0,5239.0,40.0,4020.0,800.0,823.0,25,6,18,12,33,6,40,59,49,28,8,65,5,118,169,116,72,160,3,18,4,37,22,39,53,78,10,99,29,101,27,154,109,71,24,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0
AMGN,2.0,28.0,32.0,325.0,3254.0,35.0,3520.0,905.0,147.0,10,1,11,29,37,0,9,0,6,59,39,101,58,0,2,1,4,6,5,19,10,14,42,19,44,50,29,6,112,69,23,48,167,129,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1
AMP,6.0,62.0,52.0,523.0,5231.0,40.0,4020.0,-1.0,-1.0,4,9,19,9,28,31,23,29,10,19,1,12,7,129,90,37,23,14,0,0,1,30,44,29,9,10,33,40,53,41,81,28,196,158,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AMT,6.0,67.0,53.0,531.0,5311.0,60.0,6010.0,974.0,463.0,8,3,14,21,35,14,1,55,74,51,60,118,136,8,163,146,100,74,9,19,10,14,28,50,48,13,67,44,2,25,26,42,29,35,18,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
AMZN,5.0,59.0,45.0,454.0,4541.0,25.0,2550.0,976.0,447.0,19,1,11,29,25,0,9,0,6,59,39,0,40,0,2,1,4,6,7,12,3,3,39,16,42,47,36,92,102,59,13,56,11,100,58,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1
AN,5.0,55.0,44.0,441.0,4411.0,25.0,2550.0,976.0,449.0,18,4,5,28,26,2,54,2,8,4,12,1,135,73,122,69,25,145,7,12,3,3,39,16,42,47,76,53,102,59,106,62,17,171,124,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANDV,2.0,29.0,32.0,324.0,3241.0,10.0,1010.0,935.0,390.0,5,7,3,6,23,37,52,28,58,36,16,19,101,45,18,15,28,22,8,4,21,17,10,36,16,70,61,38,24,122,134,133,147,3,164,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANF,5.0,56.0,44.0,448.0,4481.0,25.0,2550.0,976.0,452.0,22,6,18,12,33,44,32,37,71,50,30,10,120,133,129,164,181,12,4,16,8,22,19,26,17,62,26,29,83,44,95,176,131,93,46,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
ANSS,7.0,73.0,51.0,511.0,5112.0,45.0,4510.0,940.0,185.0,2,1,11,29,22,0,9,0,6,59,39,55,12,0,2,1,4,6,3,2,12,32,6,0,0,60,35,75,39,65,120,76,31,137,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,1,0,1
ANTM,6.0,63.0,52.0,524.0,5241.0,35.0,3510.0,905.0,287.0,14,1,11,29,3,36,24,34,27,72,97,70,134,158,119,66,22,45,8,4,6,33,46,43,25,73,68,64,107,64,104,86,41,29,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AON,6.0,64.0,52.0,524.0,5242.0,40.0,4030.0,800.0,330.0,4,1,11,29,35,0,9,0,6,59,39,6,6,0,2,1,4,6,2,10,15,25,2,17,8,54,75,52,66,23,100,136,181,143,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
AOS,3.0,36.0,33.0,335.0,3352.0,20.0,2010.0,925.0,220.0,15,1,11,29,10,0,9,0,6,59,39,114,107,0,2,1,4,6,4,9,27,27,30,27,7,53,84,61,19,97,51,7,19,115,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
APA,1.0,13.0,21.0,211.0,2111.0,10.0,1010.0,935.0,380.0,17,7,8,2,13,27,25,17,7,71,51,99,56,10,171,118,74,27,5,3,7,38,22,39,51,78,10,99,92,130,94,162,117,79,32,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
APC,1.0,13.0,21.0,211.0,2111.0,10.0,1010.0,935.0,380.0,-1,7,8,2,13,27,5,17,7,71,51,88,118,72,142,199,155,108,1,13,22,12,16,34,14,23,41,25,110,67,21,104,59,169,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1
APD,2.0,28.0,32.0,325.0,3251.0,15.0,1510.0,970.0,160.0,15,4,5,28,26,2,54,2,8,4,12,1,3,17,6,145,50,113,1,13,22,12,16,34,14,32,48,25,110,67,150,68,61,69,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
APH,3.0,36.0,33.0,334.0,3344.0,45.0,4520.0,925.0,220.0,13,1,11,29,30,0,9,0,6,59,39,117,74,0,2,1,4,6,1,8,17,13,31,4,40,41,66,0,76,33,19,116,102,64,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
APOL,8.0,82.0,61.0,611.0,6113.0,25.0,2530.0,976.0,175.0,14,1,11,29,35,0,9,0,6,59,39,6,6,0,2,1,131,84,1,6,19,25,4,54,55,12,83,60,111,68,22,67,184,202,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0
APTV,3.0,37.0,33.0,336.0,3363.0,25.0,2510.0,976.0,130.0,18,1,11,29,33,0,9,0,6,59,39,20,105,0,2,1,4,6,7,6,15,9,20,5,62,40,19,10,8,60,131,146,101,211,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
ARE,6.0,67.0,53.0,531.0,5311.0,60.0,6010.0,800.0,850.0,26,0,17,1,7,15,39,62,51,30,10,7,27,100,149,96,52,5,5,3,7,38,15,47,51,38,57,34,10,10,35,55,152,114,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
ARG,5.0,50.0,42.0,423.0,4238.0,15.0,1510.0,970.0,160.0,19,4,5,28,26,2,54,2,8,4,12,1,3,17,6,3,10,7,7,6,15,9,20,5,62,40,43,20,23,94,145,101,166,128,212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ASH,2.0,28.0,32.0,325.0,3252.0,15.0,1510.0,935.0,382.0,15,1,11,29,33,0,9,0,6,59,39,37,92,0,2,1,4,6,7,5,11,19,17,58,10,30,32,9,116,63,122,148,103,65,228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
AT,4.0,49.0,22.0,221.0,2211.0,55.0,5510.0,-1.0,-1.0,5,4,5,28,26,2,54,2,8,4,12,1,3,17,6,3,10,7,7,12,3,3,39,45,5,20,36,92,109,116,70,117,72,34,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
ATI,3.0,33.0,33.0,331.0,3314.0,15.0,1510.0,970.0,460.0,11,7,2,15,34,8,10,40,57,68,48,89,124,83,32,12,98,70,8,4,6,0,46,43,16,70,61,38,24,64,104,86,41,29,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
ATO,4.0,49.0,22.0,221.0,2212.0,55.0,5510.0,700.0,710.0,5,5,6,3,14,38,16,68,48,27,7,13,15,78,156,173,129,82,7,6,15,31,8,7,33,79,58,35,65,80,34,151,106,68,227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ATVI,7.0,73.0,51.0,511.0,5112.0,50.0,5020.0,-1.0,-1.0,3,9,19,9,28,31,23,29,10,19,1,12,7,129,90,81,146,219,3,2,12,10,6,51,58,36,53,71,79,36,48,16,23,177,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
AVB,6.0,67.0,53.0,531.0,5311.0,60.0,6010.0,800.0,850.0,26,0,17,8,7,49,30,62,51,30,10,7,27,100,61,149,105,58,3,18,12,32,23,53,61,39,18,81,34,50,4,97,191,153,217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
AVGO,3.0,36.0,33.0,334.0,3344.0,45.0,4530.0,-1.0,-1.0,13,9,13,10,18,26,4,46,23,9,53,27,41,69,78,152,108,176,3,14,9,10,25,51,35,72,15,33,69,26,133,89,44,6,73,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
AVP,2.0,28.0,32.0,325.0,3256.0,30.0,3030.0,978.0,215.0,20,4,4,16,1,20,14,64,2,89,61,113,133,117,143,90,46,190,0,0,23,34,11,35,47,25,4,82,100,57,97,123,2,146,13,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
AVY,2.0,26.0,32.0,322.0,3222.0,15.0,1510.0,925.0,357.0,11,9,19,9,28,31,23,29,10,19,1,12,7,129,90,37,23,14,7,5,11,19,17,58,10,30,32,9,116,127,154,110,20,197,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1
AWK,4.0,49.0,22.0,221.0,2213.0,55.0,5510.0,-1.0,-1.0,5,3,14,21,35,14,45,33,1,7,21,6,6,29,10,4,11,13,5,19,10,6,0,12,6,44,60,37,3,137,91,47,105,130,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AXP,6.0,61.0,52.0,522.0,5222.0,40.0,4020.0,800.0,850.0,4,1,11,29,28,0,9,0,6,59,39,12,7,0,2,1,4,156,2,7,14,24,33,56,36,7,37,65,77,128,82,153,108,70,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1
AYI,3.0,36.0,33.0,335.0,3351.0,20.0,2010.0,925.0,220.0,11,1,11,29,10,0,9,0,6,59,39,65,5,0,2,1,4,6,4,9,27,27,30,30,30,8,2,43,1,126,143,50,116,78,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AZO,5.0,55.0,44.0,441.0,4413.0,25.0,2550.0,976.0,449.0,6,3,14,21,35,14,45,33,1,7,21,105,119,99,60,7,104,204,0,7,1,30,34,11,15,75,54,31,9,119,0,125,27,149,92,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
BA,3.0,37.0,33.0,336.0,3364.0,20.0,2010.0,925.0,110.0,11,1,11,29,26,0,9,0,6,59,39,1,3,0,2,1,4,6,0,11,29,29,14,21,13,22,70,68,38,74,59,121,136,98,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
