,sic_1,sic_2,naics_2,naics_3,naics_4,gsector,ggroup,spcseccd,spcindcd,hp,sp_10,sp_20,sp_30,sp_40,sp_50,sp_60,sp_70,sp_80,sp_90,sp_100,sp_120,sp_140,sp_160,sp_180,sp_200,sp_220,sp_240,st_10,st_20,st_30,st_40,st_50,st_60,st_70,st_80,st_90,st_100,st_120,st_140,st_160,st_180,st_200,st_220,st_240,ismedoid_sp_10,ismedoid_sp_20,ismedoid_sp_30,ismedoid_sp_40,ismedoid_sp_50,ismedoid_sp_60,ismedoid_sp_70,ismedoid_sp_80,ismedoid_sp_90,ismedoid_sp_100,ismedoid_sp_120,ismedoid_sp_140,ismedoid_sp_160,ismedoid_sp_180,ismedoid_sp_200,ismedoid_sp_220,ismedoid_sp_240,ismedoid_st_10,ismedoid_st_20,ismedoid_st_30,ismedoid_st_40,ismedoid_st_50,ismedoid_st_60,ismedoid_st_70,ismedoid_st_80,ismedoid_st_90,ismedoid_st_100,ismedoid_st_120,ismedoid_st_140,ismedoid_st_160,ismedoid_st_180,ismedoid_st_200,ismedoid_st_220,ismedoid_st_240
ADP,7.0,73.0,51.0,518.0,5182.0,45.0,4510.0,940.0,453.0,25,3,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,0,25,25,25,25,25,25,25,25,25,25,25,68,80,80,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADSK,7.0,73.0,51.0,519.0,5191.0,45.0,4510.0,940.0,185.0,2,6,1,18,18,18,13,13,13,13,11,11,113,115,35,108,176,182,5,17,17,17,17,48,64,66,4,12,113,3,124,88,64,48,34,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AE,5.0,51.0,42.0,424.0,4247.0,10.0,1010.0,925.0,355.0,5,3,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,9,5,36,1,1,9,31,77,77,42,14,144,144,144,144,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
AEE,4.0,49.0,22.0,221.0,2211.0,55.0,5510.0,700.0,705.0,5,4,17,22,22,22,52,22,22,57,6,72,123,123,123,123,200,200,8,13,13,23,23,23,23,23,23,23,23,135,135,135,192,192,192,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AEP,4.0,49.0,22.0,221.0,2211.0,55.0,5510.0,700.0,705.0,5,3,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,5,0,31,2,19,13,18,18,1,44,47,92,163,163,163,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
AES,4.0,49.0,22.0,221.0,2211.0,55.0,5510.0,700.0,720.0,5,3,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,19,19,19,41,41,41,41,41,41,19,19,19,19,19,19,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AET,6.0,63.0,52.0,524.0,5241.0,35.0,3510.0,905.0,287.0,14,3,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,19,19,38,38,22,0,70,70,82,82,82,155,168,168,168,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AFL,6.0,63.0,52.0,524.0,5241.0,40.0,4030.0,800.0,825.0,4,9,5,5,5,5,5,5,5,35,54,59,6,155,155,155,155,5,9,5,5,36,1,1,9,10,61,84,46,133,133,133,181,181,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
AGN,2.0,28.0,32.0,325.0,3254.0,35.0,3520.0,905.0,283.0,10,1,4,19,35,20,3,32,15,61,17,83,54,44,174,188,188,188,2,17,17,17,17,17,17,17,17,66,106,106,106,106,43,159,223,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
AIG,6.0,63.0,52.0,524.0,5241.0,40.0,4030.0,800.0,830.0,4,3,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,5,5,31,2,19,13,10,61,84,46,133,133,133,107,43,221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
AIV,6.0,67.0,53.0,531.0,5311.0,60.0,6010.0,800.0,850.0,26,1,14,14,14,14,14,14,14,14,14,14,14,14,14,14,203,203,8,18,2,21,21,21,69,69,64,64,64,64,64,64,184,184,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
AJG,6.0,64.0,52.0,524.0,5242.0,40.0,4030.0,800.0,330.0,26,3,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,11,6,6,6,6,6,6,6,6,6,6,6,164,164,164,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,1,0,1,1,1,0
AKAM,7.0,73.0,51.0,519.0,5191.0,45.0,4510.0,940.0,185.0,2,3,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,18,30,15,3,16,53,15,50,22,95,55,46,45,218,218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
AKS,3.0,33.0,33.0,331.0,3311.0,15.0,1510.0,970.0,460.0,11,7,13,3,17,19,53,69,35,54,77,110,121,121,121,121,121,121,6,0,8,15,16,53,39,47,53,99,50,12,14,89,67,60,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALB,2.0,28.0,32.0,325.0,3251.0,15.0,1510.0,970.0,167.0,15,7,18,2,26,2,18,18,18,18,13,13,13,13,11,13,13,127,5,8,20,20,20,20,48,48,48,48,48,48,48,170,170,194,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALK,4.0,45.0,48.0,481.0,4811.0,20.0,2030.0,600.0,605.0,9,6,1,18,18,18,13,13,13,13,11,11,11,11,6,6,6,2,8,1,3,9,40,55,33,40,83,83,101,101,101,101,101,101,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
ALL,6.0,63.0,52.0,524.0,5241.0,40.0,4030.0,800.0,835.0,4,3,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,5,0,2,24,31,57,9,22,47,11,125,125,125,125,125,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALXN,2.0,28.0,32.0,325.0,3254.0,35.0,3520.0,905.0,147.0,10,0,10,29,37,32,48,48,48,48,48,48,64,48,171,171,171,100,6,1,3,8,10,42,40,50,31,68,72,83,98,52,14,137,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1
AMAT,3.0,35.0,33.0,333.0,3332.0,45.0,4530.0,940.0,247.0,13,0,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,2,4,29,29,29,29,29,0,87,44,97,72,99,98,194,81,190,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
AMD,3.0,36.0,33.0,334.0,3344.0,45.0,4530.0,940.0,235.0,13,0,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,39,5,8,20,16,46,46,46,46,46,29,93,93,156,156,156,156,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AME,3.0,38.0,33.0,334.0,3345.0,20.0,2010.0,925.0,355.0,11,3,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,1,3,9,40,55,33,40,83,83,101,101,101,101,101,83,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AMG,6.0,62.0,52.0,523.0,5239.0,40.0,4020.0,800.0,823.0,4,0,11,20,25,33,35,7,59,77,23,43,93,75,45,45,24,22,2,10,29,29,29,36,36,36,36,36,86,86,86,86,86,86,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
AMGN,2.0,28.0,32.0,325.0,3254.0,35.0,3520.0,905.0,147.0,10,0,10,29,37,32,41,41,41,41,41,41,41,41,171,61,164,214,3,3,14,22,19,15,43,22,84,61,90,107,107,107,187,187,187,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
AMT,6.0,67.0,53.0,531.0,5311.0,60.0,6010.0,974.0,463.0,8,0,0,20,31,21,7,52,40,22,57,96,47,46,117,163,125,99,7,16,27,26,26,4,3,20,51,28,3,124,95,99,118,139,215,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1
AMZN,5.0,59.0,45.0,454.0,4541.0,25.0,2550.0,976.0,447.0,3,3,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,9,9,23,0,45,45,30,19,29,54,98,22,147,150,197,52,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
AN,5.0,55.0,44.0,441.0,4411.0,25.0,2550.0,976.0,449.0,18,1,14,14,14,14,14,14,14,3,75,106,67,117,96,88,138,123,4,14,9,33,13,54,44,44,68,45,24,18,157,166,40,165,146,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANDV,2.0,29.0,32.0,324.0,3241.0,10.0,1010.0,935.0,390.0,5,3,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,14,9,33,13,54,44,44,68,45,24,18,157,166,40,165,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
ANF,5.0,56.0,44.0,448.0,4481.0,25.0,2550.0,976.0,452.0,22,3,6,1,1,1,1,1,1,1,1,1,17,71,64,69,189,117,3,4,4,4,27,27,4,73,73,73,4,129,73,73,73,73,73,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0
ANSS,7.0,73.0,51.0,511.0,5112.0,45.0,4510.0,940.0,185.0,2,6,1,18,18,18,13,13,13,13,11,11,11,11,6,6,6,2,3,4,4,4,4,30,61,75,19,73,73,73,42,44,190,91,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0
AON,6.0,64.0,52.0,524.0,5242.0,40.0,4030.0,800.0,330.0,4,3,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,5,0,31,2,19,13,18,18,1,44,47,92,163,163,163,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0
AOS,3.0,36.0,33.0,335.0,3352.0,20.0,2010.0,925.0,220.0,18,3,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,14,9,33,44,44,65,65,65,7,15,87,90,178,178,178,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
APA,1.0,13.0,21.0,211.0,2111.0,10.0,1010.0,935.0,380.0,5,8,3,26,2,24,57,2,50,50,50,50,22,2,93,75,218,218,7,7,27,34,8,8,8,8,8,8,33,42,82,49,52,104,155,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
APC,1.0,13.0,21.0,211.0,2111.0,10.0,1010.0,935.0,380.0,17,8,3,26,2,24,57,2,50,50,50,50,22,2,93,75,218,218,4,14,21,14,14,14,14,14,85,85,61,61,61,61,61,61,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
APD,2.0,28.0,32.0,325.0,3251.0,15.0,1510.0,970.0,160.0,15,3,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,13,13,23,23,23,23,23,23,23,23,23,23,23,23,23,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
APH,3.0,36.0,33.0,334.0,3344.0,45.0,4520.0,925.0,220.0,13,6,1,18,18,18,13,13,13,13,11,11,11,11,6,6,6,2,9,9,1,1,31,2,42,74,74,74,74,120,120,120,120,120,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
APOL,8.0,82.0,61.0,611.0,6113.0,25.0,2530.0,976.0,175.0,14,3,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARE,6.0,67.0,53.0,531.0,5311.0,60.0,6010.0,800.0,850.0,26,1,14,14,21,39,22,40,79,26,43,88,72,55,98,110,119,186,4,14,21,14,14,59,59,59,59,59,59,59,59,59,59,59,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
ARG,5.0,50.0,42.0,423.0,4238.0,15.0,1510.0,970.0,160.0,11,6,1,18,18,18,13,13,13,13,11,11,11,11,6,6,6,2,6,11,11,11,11,11,11,11,11,33,96,96,9,159,106,118,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
ASH,2.0,28.0,32.0,325.0,3252.0,15.0,1510.0,935.0,382.0,5,8,3,26,2,24,57,2,50,50,50,50,22,2,93,104,104,104,6,11,6,6,6,6,6,38,6,63,63,63,63,63,182,182,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ATI,3.0,33.0,33.0,331.0,3314.0,15.0,1510.0,970.0,460.0,11,7,18,2,26,19,53,69,35,54,77,110,121,121,121,121,198,198,8,13,2,13,0,50,22,28,81,81,81,81,158,158,158,158,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,1
ATO,4.0,49.0,22.0,221.0,2212.0,55.0,5510.0,700.0,710.0,5,3,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,11,6,6,6,6,6,6,6,63,63,63,63,63,182,182,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0
AVB,6.0,67.0,53.0,531.0,5311.0,60.0,6010.0,800.0,850.0,26,1,14,14,14,14,14,14,14,14,14,14,14,14,14,14,203,203,5,8,20,20,20,20,20,76,76,20,20,20,20,20,20,20,20,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AVP,2.0,28.0,32.0,325.0,3256.0,30.0,3030.0,978.0,215.0,20,2,2,23,23,23,23,23,23,23,40,6,108,23,23,23,23,23,9,9,23,0,45,45,45,45,88,88,117,117,117,117,117,117,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0
AVY,2.0,26.0,32.0,322.0,3222.0,15.0,1510.0,925.0,357.0,15,7,18,2,26,2,18,18,18,18,13,13,13,13,11,13,13,11,6,11,11,11,11,11,11,11,66,96,66,66,66,66,188,188,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
AW,4.0,49.0,56.0,562.0,5621.0,20.0,2020.0,925.0,405.0,5,2,15,25,32,48,54,57,26,6,47,46,24,24,21,21,18,17,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AXP,6.0,61.0,52.0,522.0,5222.0,40.0,4020.0,800.0,850.0,4,6,1,18,18,18,13,13,13,13,11,11,11,11,6,6,6,71,9,9,1,1,31,24,60,60,60,60,60,60,60,60,196,196,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AYE,4.0,49.0,22.0,221.0,2211.0,55.0,5510.0,700.0,705.0,5,4,17,22,22,22,52,22,22,57,6,72,123,123,123,123,200,200,0,19,15,15,33,9,24,51,0,42,114,114,114,162,169,124,224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AZO,5.0,55.0,44.0,441.0,4413.0,25.0,2550.0,976.0,449.0,6,5,7,24,7,40,43,43,6,47,24,24,21,144,80,83,35,54,6,11,6,6,6,6,6,6,6,6,6,6,6,96,96,96,96,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
BA,3.0,37.0,33.0,336.0,3364.0,20.0,2010.0,925.0,110.0,9,1,14,15,36,36,36,36,36,36,36,95,95,124,168,198,83,135,6,0,8,3,47,56,56,56,56,56,56,56,56,56,56,56,228,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BAC,6.0,60.0,52.0,522.0,5221.0,40.0,4010.0,800.0,810.0,4,9,9,9,9,9,9,9,9,9,9,9,9,150,150,150,150,150,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BAX,2.0,28.0,32.0,325.0,3254.0,35.0,3510.0,905.0,300.0,15,2,4,21,35,26,2,50,67,84,84,3,78,36,36,36,196,187,6,11,6,6,6,6,6,6,66,96,66,66,66,66,66,191,194,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1
BBBY,5.0,57.0,44.0,442.0,4422.0,25.0,2550.0,976.0,449.0,6,5,7,24,7,40,43,43,6,47,24,24,21,144,144,144,144,31,2,4,29,29,29,29,29,0,87,44,97,72,24,22,22,24,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BBY,5.0,57.0,44.0,443.0,4431.0,25.0,2550.0,976.0,426.0,6,5,7,24,7,40,43,43,6,47,24,24,21,144,144,144,144,61,8,13,2,13,0,50,22,28,81,81,81,81,108,108,108,108,235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BC,3.0,35.0,33.0,333.0,3336.0,25.0,2520.0,976.0,475.0,15,7,18,2,26,2,20,56,75,80,15,104,105,105,105,105,105,151,6,11,11,11,11,11,11,11,11,33,96,96,9,159,106,118,204,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0
BCR,3.0,38.0,33.0,339.0,3391.0,35.0,3510.0,905.0,300.0,10,1,14,15,36,36,36,36,36,36,36,3,78,36,36,36,196,187,5,8,20,20,20,20,20,76,76,76,76,76,76,76,76,76,76,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0
BDK,3.0,35.0,33.0,333.0,3339.0,25.0,2520.0,976.0,270.0,15,7,18,2,26,2,18,18,34,8,32,76,70,52,156,8,207,116,0,19,19,38,38,22,0,70,70,82,82,82,155,155,155,155,230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BDX,3.0,38.0,33.0,339.0,3391.0,35.0,3510.0,905.0,300.0,15,1,14,14,14,14,14,14,14,14,14,3,78,36,58,58,58,58,4,14,9,33,13,54,44,44,68,45,24,18,157,166,40,157,157,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
BEN,6.0,62.0,52.0,523.0,5239.0,40.0,4020.0,800.0,823.0,4,9,9,9,9,9,9,9,9,9,9,58,127,128,9,9,9,9,3,4,4,4,4,30,61,75,19,73,73,73,42,44,190,91,185,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
BHI,1.0,13.0,21.0,213.0,2131.0,10.0,1010.0,935.0,395.0,5,8,3,10,33,44,44,44,44,44,44,44,132,132,132,132,132,132,7,7,7,39,39,52,52,52,52,52,110,54,54,54,54,54,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BIG,5.0,53.0,45.0,452.0,4523.0,25.0,2550.0,976.0,432.0,6,6,1,0,29,45,45,45,45,88,88,36,135,7,177,176,182,165,5,17,17,17,17,48,64,66,4,12,113,3,124,88,64,48,34,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BIIB,2.0,28.0,32.0,325.0,3254.0,35.0,3520.0,905.0,147.0,10,3,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,14,22,19,15,43,22,47,90,90,131,131,131,131,131,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
