,sic_1,sic_2,naics_2,naics_3,naics_4,gsector,ggroup,spcseccd,spcindcd,hp,sp_10,sp_20,sp_30,sp_40,sp_50,sp_60,sp_70,sp_80,sp_90,sp_100,sp_120,sp_140,sp_160,sp_180,sp_200,sp_220,sp_240,st_10,st_20,st_30,st_40,st_50,st_60,st_70,st_80,st_90,st_100,st_120,st_140,st_160,st_180,st_200,st_220,st_240,ismedoid_sp_10,ismedoid_sp_20,ismedoid_sp_30,ismedoid_sp_40,ismedoid_sp_50,ismedoid_sp_60,ismedoid_sp_70,ismedoid_sp_80,ismedoid_sp_90,ismedoid_sp_100,ismedoid_sp_120,ismedoid_sp_140,ismedoid_sp_160,ismedoid_sp_180,ismedoid_sp_200,ismedoid_sp_220,ismedoid_sp_240,ismedoid_st_10,ismedoid_st_20,ismedoid_st_30,ismedoid_st_40,ismedoid_st_50,ismedoid_st_60,ismedoid_st_70,ismedoid_st_80,ismedoid_st_90,ismedoid_st_100,ismedoid_st_120,ismedoid_st_140,ismedoid_st_160,ismedoid_st_180,ismedoid_st_200,ismedoid_st_220,ismedoid_st_240
ADI,3.0,36.0,33.0,334.0,3344.0,45.0,4530.0,940.0,235.0,13,3,11,21,13,1,21,11,61,56,41,54,41,23,144,158,137,117,5,11,2,2,2,2,2,2,2,2,2,139,139,139,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
ADM,2.0,20.0,31.0,311.0,3112.0,30.0,3020.0,970.0,112.0,7,0,17,7,12,21,38,23,18,48,72,37,119,98,76,54,33,13,0,0,0,0,0,48,48,48,48,48,95,95,95,95,95,95,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADP,7.0,73.0,51.0,518.0,5182.0,45.0,4510.0,940.0,453.0,25,1,15,0,3,47,37,27,17,7,48,45,25,4,61,176,155,234,4,4,4,25,9,54,25,76,33,89,88,130,5,132,193,61,200,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
ADS,7.0,73.0,51.0,518.0,5182.0,45.0,4510.0,940.0,453.0,4,5,5,18,38,28,18,8,62,52,42,22,2,125,103,81,60,40,2,5,28,34,16,26,69,69,69,69,36,69,135,135,69,69,119,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0
ADSK,7.0,73.0,51.0,519.0,5191.0,45.0,4510.0,940.0,185.0,2,5,4,12,25,35,43,57,1,41,85,65,45,24,2,196,101,178,5,11,2,2,2,20,20,20,81,81,81,81,81,81,81,81,81,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AE,5.0,51.0,42.0,424.0,4247.0,10.0,1010.0,925.0,355.0,5,2,12,11,1,33,12,2,8,3,25,3,16,1,1,186,165,39,7,7,7,8,34,56,56,64,47,99,39,100,100,100,26,14,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1
AEE,4.0,49.0,22.0,221.0,2211.0,55.0,5510.0,700.0,705.0,5,1,15,0,3,47,37,27,17,7,48,108,88,67,45,23,2,12,2,5,1,18,43,43,58,11,10,24,18,13,33,178,35,163,125,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0
AEP,4.0,49.0,22.0,221.0,2211.0,55.0,5510.0,700.0,705.0,5,1,15,0,3,47,37,27,17,7,48,108,88,67,45,23,2,12,7,7,7,8,7,7,7,7,7,99,100,109,2,164,197,197,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AES,4.0,49.0,22.0,221.0,2211.0,55.0,5510.0,700.0,720.0,5,8,9,13,4,8,34,41,47,49,92,105,85,64,42,20,15,16,7,12,12,12,12,12,12,12,12,12,23,12,12,12,12,12,12,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AET,6.0,63.0,52.0,524.0,5241.0,35.0,3510.0,905.0,287.0,14,0,19,16,8,37,27,17,7,51,88,76,55,29,29,19,203,183,7,4,4,36,14,4,50,46,26,37,26,10,158,169,169,169,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
AFL,6.0,63.0,52.0,524.0,5241.0,40.0,4030.0,800.0,825.0,4,6,19,16,6,31,11,1,54,32,39,56,115,94,160,138,117,97,6,7,7,7,27,27,27,27,27,27,27,136,34,32,183,183,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AGN,2.0,28.0,32.0,325.0,3254.0,35.0,3520.0,905.0,283.0,10,0,13,28,18,34,1,65,79,69,59,39,19,147,125,103,82,62,3,14,23,5,11,32,32,70,74,74,74,74,74,74,74,74,74,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0
AIG,6.0,63.0,52.0,524.0,5241.0,40.0,4030.0,800.0,830.0,4,0,19,16,6,31,11,1,54,32,39,56,115,94,160,138,117,57,6,12,27,31,44,44,44,44,44,44,44,120,31,131,105,51,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0
AIV,6.0,67.0,53.0,531.0,5311.0,60.0,6010.0,800.0,850.0,26,1,3,8,22,12,2,44,3,67,62,107,87,66,44,22,1,43,0,2,11,13,21,23,65,65,65,65,65,65,65,65,65,207,207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
AJG,6.0,64.0,52.0,524.0,5242.0,40.0,4030.0,800.0,330.0,4,2,8,27,20,9,17,28,13,6,38,42,107,53,37,9,13,45,4,4,4,36,4,36,4,68,68,68,68,68,68,68,68,68,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0
AKAM,7.0,73.0,51.0,519.0,5191.0,45.0,4510.0,940.0,185.0,2,3,7,22,33,3,51,56,46,36,26,6,1,26,130,105,62,158,6,16,3,26,33,24,8,31,51,58,76,98,72,172,172,205,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1
AKS,3.0,33.0,33.0,331.0,3311.0,15.0,1510.0,970.0,460.0,11,5,4,23,17,39,36,55,14,8,57,16,22,3,166,144,123,103,7,7,7,8,34,56,56,64,47,99,39,100,100,100,101,101,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
ALB,2.0,28.0,32.0,325.0,3251.0,15.0,1510.0,970.0,167.0,15,9,0,2,39,48,41,31,21,11,1,18,24,11,21,64,43,23,5,9,9,9,40,40,40,40,40,40,40,40,40,157,157,215,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ALGN,3.0,38.0,33.0,339.0,3391.0,35.0,3510.0,905.0,300.0,10,5,4,23,17,39,36,55,14,8,57,16,22,3,166,144,123,103,1,1,8,33,32,13,13,13,13,1,1,1,1,76,161,211,211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0
ALK,4.0,45.0,48.0,481.0,4811.0,20.0,2030.0,600.0,605.0,9,2,12,11,1,33,12,2,8,3,25,3,16,1,1,63,34,216,4,13,26,4,23,47,28,28,28,28,28,28,28,28,28,28,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1
ALL,6.0,63.0,52.0,524.0,5241.0,40.0,4030.0,800.0,835.0,4,0,19,16,6,31,11,1,54,32,39,56,115,94,160,138,117,57,7,7,7,7,27,27,27,27,50,82,51,31,146,51,136,96,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALXN,2.0,28.0,32.0,325.0,3254.0,35.0,3520.0,905.0,147.0,10,5,18,5,31,29,28,26,16,35,79,33,99,52,71,49,28,8,1,1,8,33,32,13,66,25,70,96,20,51,89,45,24,24,21,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1
AMAT,3.0,35.0,33.0,333.0,3332.0,45.0,4530.0,940.0,247.0,13,3,11,21,13,1,21,11,61,56,41,54,41,23,144,39,114,100,3,3,16,38,22,22,22,22,16,16,22,22,22,160,160,160,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AMD,3.0,36.0,33.0,334.0,3344.0,45.0,4530.0,940.0,235.0,13,3,11,21,13,1,21,11,61,56,41,54,41,23,144,158,137,117,3,14,29,24,25,59,31,5,76,5,110,124,124,71,166,34,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1
AME,3.0,38.0,33.0,334.0,3345.0,20.0,2010.0,925.0,355.0,15,2,19,18,38,28,18,8,62,52,42,25,111,144,176,197,193,120,2,5,28,18,18,19,61,78,78,78,83,83,83,83,83,83,83,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
AMG,6.0,62.0,52.0,523.0,5239.0,40.0,4020.0,800.0,823.0,4,5,18,19,14,40,50,60,41,78,68,48,28,91,123,113,176,174,9,18,24,17,17,57,57,53,34,86,98,116,49,143,114,31,62,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1
AMGN,2.0,28.0,32.0,325.0,3254.0,35.0,3520.0,905.0,147.0,10,8,18,5,31,29,28,26,16,35,79,33,99,73,99,40,207,170,8,19,19,19,28,25,34,58,89,47,46,24,24,18,189,202,202,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0
AMT,6.0,67.0,53.0,531.0,5311.0,60.0,6010.0,974.0,463.0,8,5,7,17,36,6,3,64,77,57,76,21,94,34,12,175,191,212,0,0,0,0,0,0,0,35,53,53,107,107,107,107,107,107,107,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
AMZN,5.0,59.0,45.0,454.0,4541.0,25.0,2550.0,976.0,447.0,3,3,7,22,13,1,21,11,61,56,41,54,73,16,88,124,142,1,6,6,6,6,6,21,53,62,46,72,96,72,47,24,22,21,17,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
AN,5.0,55.0,44.0,441.0,4411.0,25.0,2550.0,976.0,449.0,18,4,3,8,2,14,4,59,49,88,99,61,117,96,74,52,31,11,9,8,18,1,26,58,62,73,31,15,117,131,147,147,147,147,147,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
ANDV,2.0,29.0,32.0,324.0,3241.0,10.0,1010.0,935.0,390.0,5,2,12,11,1,33,12,2,8,3,25,3,16,1,1,186,165,145,4,13,26,4,23,47,26,33,20,18,13,96,58,128,151,151,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANF,5.0,56.0,44.0,448.0,4481.0,25.0,2550.0,976.0,452.0,22,8,2,14,7,42,56,46,36,26,16,100,80,84,141,119,98,137,8,19,16,22,22,16,30,30,16,16,16,16,16,16,16,16,16,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,1,1
ANSS,7.0,73.0,51.0,511.0,5112.0,45.0,4510.0,940.0,185.0,2,8,9,13,37,27,15,5,9,4,36,5,17,2,165,143,122,102,3,14,23,5,11,32,32,70,74,87,71,26,103,136,180,180,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
ANTM,6.0,63.0,52.0,524.0,5241.0,35.0,3510.0,905.0,287.0,14,6,10,29,23,10,23,13,68,82,64,36,32,13,11,7,20,6,2,5,28,35,35,35,35,34,5,33,32,88,159,34,190,190,190,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AON,6.0,64.0,52.0,524.0,5242.0,40.0,4030.0,800.0,330.0,25,4,19,16,6,31,11,1,54,32,39,56,115,51,157,98,80,144,7,7,7,7,27,27,27,27,27,27,27,136,34,32,183,183,183,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AOS,3.0,36.0,33.0,335.0,3352.0,20.0,2010.0,925.0,220.0,18,6,10,29,23,10,23,13,68,82,64,36,32,13,11,7,20,6,2,17,28,34,16,26,69,69,69,69,36,69,69,69,69,69,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
APA,1.0,13.0,21.0,211.0,2111.0,10.0,1010.0,935.0,380.0,5,7,14,4,29,19,9,18,66,24,53,83,63,32,154,182,161,141,5,18,24,30,47,33,33,32,24,13,93,119,10,125,89,82,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
APC,1.0,13.0,21.0,211.0,2111.0,10.0,1010.0,935.0,380.0,17,7,14,4,29,19,9,18,66,24,53,83,63,32,154,182,161,141,0,17,5,37,24,53,67,67,67,67,67,67,67,124,135,2,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
APD,2.0,28.0,32.0,325.0,3251.0,15.0,1510.0,970.0,160.0,15,9,0,2,39,48,41,31,21,11,1,18,24,11,21,193,172,152,0,10,10,10,10,10,10,10,54,54,85,85,85,85,85,85,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
APH,3.0,36.0,33.0,334.0,3344.0,45.0,4520.0,925.0,220.0,13,3,11,17,34,24,14,4,71,61,51,31,11,22,75,162,97,77,6,6,27,31,44,44,42,42,42,42,42,123,123,44,44,44,224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
APOL,8.0,82.0,61.0,611.0,6113.0,25.0,2530.0,976.0,175.0,14,6,8,27,20,9,17,28,13,6,38,42,107,53,37,9,153,106,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARE,6.0,67.0,53.0,531.0,5311.0,60.0,6010.0,800.0,850.0,26,6,3,8,22,12,2,44,3,67,62,107,87,66,44,22,1,43,2,2,11,11,45,45,45,55,55,55,55,5,126,119,76,170,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0
ARG,5.0,50.0,42.0,423.0,4238.0,15.0,1510.0,970.0,160.0,11,2,12,11,1,33,12,2,8,3,25,3,16,1,159,137,116,96,4,13,26,25,23,47,26,33,20,18,13,96,88,48,47,213,213,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
ASH,2.0,28.0,32.0,325.0,3252.0,15.0,1510.0,935.0,382.0,15,7,14,4,29,19,9,18,66,24,53,83,63,108,84,192,171,151,4,5,28,35,35,35,35,34,5,33,32,88,159,34,190,159,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ATI,3.0,33.0,33.0,331.0,3314.0,15.0,1510.0,970.0,460.0,11,9,16,1,11,2,0,7,21,11,22,18,82,124,36,173,152,132,2,17,5,34,16,26,69,79,79,79,79,79,69,69,188,188,188,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
ATO,4.0,49.0,22.0,221.0,2212.0,55.0,5510.0,700.0,710.0,5,1,15,0,12,21,38,23,18,48,72,37,119,98,76,54,33,13,4,13,26,25,23,47,26,33,20,18,13,96,88,48,47,199,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AVB,6.0,67.0,53.0,531.0,5311.0,60.0,6010.0,800.0,850.0,26,2,3,8,22,12,2,44,3,67,62,107,87,66,44,22,1,43,9,18,24,17,17,57,57,53,34,86,98,75,49,93,75,67,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,1,1,1
AVP,2.0,28.0,32.0,325.0,3256.0,30.0,3030.0,978.0,215.0,20,0,17,24,12,21,38,23,18,48,72,37,119,90,55,33,184,164,6,6,6,6,42,42,54,50,58,26,115,125,75,47,46,45,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1
AVY,2.0,26.0,32.0,322.0,3222.0,15.0,1510.0,925.0,357.0,15,9,0,2,39,48,41,31,21,11,1,18,24,11,21,193,172,152,2,5,28,35,35,19,61,78,78,78,83,83,83,83,83,83,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AW,4.0,49.0,56.0,562.0,5621.0,20.0,2020.0,925.0,405.0,5,9,14,18,30,20,10,0,31,72,86,116,56,158,136,114,93,73,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AXP,6.0,61.0,52.0,522.0,5222.0,40.0,4020.0,800.0,850.0,4,8,9,13,37,27,15,5,9,4,36,5,17,2,165,143,122,102,6,6,6,6,42,42,42,42,42,42,42,123,123,123,123,201,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
AYE,4.0,49.0,22.0,221.0,2211.0,55.0,5510.0,700.0,705.0,5,1,15,0,3,47,37,27,17,7,48,108,88,67,45,23,2,12,4,4,4,36,4,36,4,4,4,4,4,4,4,4,4,36,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
AYI,3.0,36.0,33.0,335.0,3351.0,20.0,2010.0,925.0,220.0,-1,2,12,9,5,44,57,69,59,86,87,101,16,1,1,186,165,145,4,13,26,25,23,47,26,33,20,18,13,96,88,48,47,199,181,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0
AZO,5.0,55.0,44.0,441.0,4413.0,25.0,2550.0,976.0,449.0,6,5,4,23,17,39,36,55,14,8,57,16,22,3,166,144,123,103,4,4,4,36,4,36,4,68,68,68,68,68,68,68,68,36,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BA,3.0,37.0,33.0,336.0,3364.0,20.0,2010.0,925.0,110.0,9,2,12,11,1,33,12,2,8,3,25,3,16,1,1,186,165,145,7,4,4,36,14,4,50,46,26,37,26,10,144,144,144,144,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
BAC,6.0,60.0,52.0,522.0,5221.0,40.0,4010.0,800.0,810.0,4,4,1,10,0,7,54,68,45,58,46,52,38,80,15,86,170,150,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BAX,2.0,28.0,32.0,325.0,3254.0,35.0,3510.0,905.0,300.0,15,0,13,28,18,32,22,12,2,81,71,51,31,150,128,106,85,65,2,17,1,18,43,43,43,43,43,43,82,33,61,170,94,88,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BBBY,5.0,57.0,44.0,442.0,4422.0,25.0,2550.0,976.0,449.0,6,2,12,11,1,33,12,2,8,3,25,3,16,1,1,186,165,145,3,14,29,24,25,59,59,59,59,31,108,108,108,145,62,166,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0
BBY,5.0,57.0,44.0,443.0,4431.0,25.0,2550.0,976.0,426.0,6,3,2,14,28,26,29,19,67,89,96,81,62,69,51,29,195,175,2,5,28,34,16,26,69,69,69,69,36,69,154,154,154,154,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BC,3.0,35.0,33.0,333.0,3336.0,25.0,2520.0,976.0,475.0,15,2,12,11,1,33,12,2,8,3,25,3,16,1,1,117,204,58,2,17,28,34,16,26,69,69,69,69,36,69,69,69,69,69,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BCR,3.0,38.0,33.0,339.0,3391.0,35.0,3510.0,905.0,300.0,10,0,13,28,12,21,38,23,18,48,72,37,119,98,67,178,45,217,3,14,23,5,11,32,32,70,74,87,71,26,76,98,108,214,214,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
